iteration,makespan,bks,optimality gap,rolling_avg,reward_mean
1,2992.84,1937.0,54.51,54.51,4.6394
2,3015.07,1937.0,55.66,55.08,5.2384
3,3053.85,1937.0,57.66,55.94,7.0343
4,3063.79,1937.0,58.17,56.50,4.7091
5,3069.35,1937.0,58.46,56.89,1.4020
6,3060.55,1937.0,58.00,57.59,3.3758
7,3074.80,1937.0,58.74,58.21,0.9475
8,3051.62,1937.0,57.54,58.18,1.6303
9,3056.41,1937.0,57.79,58.11,3.0000
10,3048.01,1937.0,57.36,57.89,5.8788
11,3034.39,1937.0,56.65,57.62,4.2283
12,3042.99,1937.0,57.10,57.29,6.8424
13,3034.42,1937.0,56.66,57.11,8.5293
14,3053.65,1937.0,57.65,57.08,6.1616
15,3056.10,1937.0,57.77,57.17,7.4828
16,3060.50,1937.0,58.00,57.44,7.1939
17,3029.29,1937.0,56.39,57.29,11.2061
18,2960.94,1937.0,52.86,56.54,18.5091
19,2942.97,1937.0,51.93,55.39,19.0101
20,2960.32,1937.0,52.83,54.40,17.3394
21,2992.00,1937.0,54.47,53.70,11.5515
22,3015.24,1937.0,55.67,53.55,20.7394
23,2987.84,1937.0,54.25,53.83,17.3838
24,2969.37,1937.0,53.30,54.10,20.8263
25,2937.97,1937.0,51.68,53.87,18.3838
26,2899.14,1937.0,49.67,52.91,24.4747
27,2931.16,1937.0,51.32,52.04,25.7071
28,2938.37,1937.0,51.70,51.53,21.6323
29,2976.14,1937.0,53.65,51.60,22.6020
30,2952.28,1937.0,52.42,51.75,28.2828
31,2917.46,1937.0,50.62,51.94,31.0970
32,2905.59,1937.0,50.00,51.68,35.0384
33,2879.85,1937.0,48.68,51.07,33.2404
34,2869.17,1937.0,48.12,49.97,39.5030
35,2853.36,1937.0,47.31,48.95,32.2343
36,2904.72,1937.0,49.96,48.81,33.8303
37,2896.54,1937.0,49.54,48.72,35.3798
38,2876.81,1937.0,48.52,48.69,38.5374
39,2868.90,1937.0,48.11,48.69,41.8020
40,2860.87,1937.0,47.70,48.76,40.2202
41,2859.43,1937.0,47.62,48.30,41.4162
42,2868.38,1937.0,48.08,48.01,45.4404
43,2864.52,1937.0,47.88,47.88,43.1414
44,2837.16,1937.0,46.47,47.55,46.2040
45,2837.51,1937.0,46.49,47.31,37.7919
46,2868.33,1937.0,48.08,47.40,47.2788
47,2824.11,1937.0,45.80,46.95,48.4121
48,2799.10,1937.0,44.51,46.27,49.2444
49,2829.34,1937.0,46.07,46.19,44.7737
50,2823.76,1937.0,45.78,46.05,48.0424
51,2826.02,1937.0,45.90,45.61,49.4646
52,2800.10,1937.0,44.56,45.36,50.4485
53,2797.99,1937.0,44.45,45.35,50.1798
