iteration,makespan,bks,optimality gap
4,6761.282828282829,5181.0,30.501502186505085
5,6761.282828282829,5181.0,30.501502186505085
6,6761.282828282829,5181.0,30.501502186505085
7,6716.891213389122,5181.0,29.64468661241308
8,6716.891213389122,5181.0,29.64468661241308
9,6716.891213389122,5181.0,29.64468661241308
10,6713.263852242744,5181.0,29.57467385143301
11,6713.263852242744,5181.0,29.57467385143301
12,6713.263852242744,5181.0,29.57467385143301
13,6725.803468208092,5181.0,29.81670465562811
14,6725.803468208092,5181.0,29.81670465562811
15,6725.803468208092,5181.0,29.81670465562811
16,6732.25126475548,5181.0,29.941155467197074
17,6734.966616084977,5181.0,29.993565259312437
18,6734.966616084977,5181.0,29.993565259312437
19,6734.276276276276,5181.0,29.980240808266277
20,6724.733416770964,5181.0,29.79605127911531
21,6724.733416770964,5181.0,29.79605127911531
22,6724.733416770964,5181.0,29.79605127911531
23,6709.518636847711,5181.0,29.50238635104634
24,6709.518636847711,5181.0,29.50238635104634
25,6709.518636847711,5181.0,29.50238635104634
26,6703.747914735866,5181.0,29.39100395166698
27,6703.747914735866,5181.0,29.39100395166698
28,6703.747914735866,5181.0,29.39100395166698
29,6699.809680065628,5181.0,29.3149909296589
30,6699.809680065628,5181.0,29.3149909296589
31,6699.809680065628,5181.0,29.3149909296589
32,6696.68962962963,5181.0,29.254769921436598
33,6695.718175128771,5181.0,29.23601959329803
34,6695.718175128771,5181.0,29.23601959329803
35,6693.507534246575,5181.0,29.19335136550039
36,6692.9706470980655,5181.0,29.182988749238863
37,6692.9706470980655,5181.0,29.182988749238863
38,6692.016286644951,5181.0,29.164568358327557
39,6692.00976205003,5181.0,29.16444242520807
40,6692.00976205003,5181.0,29.16444242520807
41,6691.983566646379,5181.0,29.163936820042053
42,6690.886453063519,5181.0,29.14276110912023
43,6690.886453063519,5181.0,29.14276110912023
44,6690.861797752809,5181.0,29.142285229739613
45,6687.186034392913,5181.0,29.07133824344553
46,6687.186034392913,5181.0,29.07133824344553
47,6687.186034392913,5181.0,29.07133824344553
48,6679.514572864322,5181.0,28.923269115312138
49,6679.514572864322,5181.0,28.923269115312138
50,6679.514572864322,5181.0,28.923269115312138
51,6667.9965,5181.0,28.70095541401274
52,6667.642,5181.0,28.694113105578072
53,6667.642,5181.0,28.694113105578072
54,6656.0495,5181.0,28.47036286431191
55,6654.9235,5181.0,28.448629608183744
56,6654.9235,5181.0,28.448629608183744
57,6641.3945,5181.0,28.18750241266165
58,6638.5545,5181.0,28.132686740011586
59,6638.5545,5181.0,28.132686740011586
60,6625.558,5181.0,27.881837483111365
61,6618.342,5181.0,27.742559351476544
62,6618.342,5181.0,27.742559351476544
63,6611.3525,5181.0,27.607652962748503
64,6605.4385,5181.0,27.493505114842698
65,6605.4385,5181.0,27.493505114842698
66,6600.867,5181.0,27.40526925303996
67,6594.545,5181.0,27.283246477513995
68,6594.545,5181.0,27.283246477513995
69,6591.2355,5181.0,27.219368847712794
70,6580.2515,5181.0,27.007363443350712
71,6580.2515,5181.0,27.007363443350712
72,6578.539,5181.0,26.974309978768574
73,6563.369,5181.0,26.681509361127187
74,6563.369,5181.0,26.681509361127187
75,6561.8665,5181.0,26.652509168114264
76,6547.2785,5181.0,26.370941903107514
77,6547.2785,5181.0,26.370941903107514
78,6546.753,5181.0,26.360799073537923
79,6532.4115,5181.0,26.08398957730168
80,6532.4115,5181.0,26.08398957730168
81,6531.795,5181.0,26.072090330052117
82,6515.211,5181.0,25.751997683844824
83,6515.0235,5181.0,25.748378691372327
84,6515.0235,5181.0,25.748378691372327
85,6497.1735,5181.0,25.403850607990737
86,6496.8975,5181.0,25.39852345107122
87,6496.8975,5181.0,25.39852345107122
88,6478.898,5181.0,25.051109824358235
89,6477.322,5181.0,25.020690986296085
90,6477.322,5181.0,25.020690986296085
91,6459.9705,5181.0,24.685784597568045
92,6458.7055,5181.0,24.661368461686934
93,6458.7055,5181.0,24.661368461686934
94,6447.111,5181.0,24.437579617834395
95,6445.4245,5181.0,24.405027986875123
96,6445.4245,5181.0,24.405027986875123
97,6433.311,5181.0,24.171221771858708
98,6432.297,5181.0,24.15165026056745
99,6432.297,5181.0,24.15165026056745
100,6421.1975,5181.0,23.93741555684231
101,6420.118,5181.0,23.916579810847335
102,6420.118,5181.0,23.916579810847335
103,6410.3655,5181.0,23.728343949044582
104,6408.1635,5181.0,23.685842501447592
105,6408.1635,5181.0,23.685842501447592
106,6395.7455,5181.0,23.44615904265586
107,6392.7835,5181.0,23.38898861223701
108,6392.5855,5181.0,23.38516695618607
109,6380.728,5181.0,23.15630187222544
110,6380.0,5181.0,23.142250530785564
111,6379.936,5181.0,23.141015248021613
112,6368.654,5181.0,22.923258058289914
113,6367.647,5181.0,22.903821656050955
114,6367.506,5181.0,22.901100173711644
115,6356.1135,5181.0,22.68121019108281
116,6355.823,5181.0,22.675603165412088
117,6355.8965,5181.0,22.677021810461298
118,6347.241,5181.0,22.509959467284308
119,6346.754,5181.0,22.50055973750241
120,6346.5655,5181.0,22.496921443736724
121,6337.6755,5181.0,22.325332947307473
122,6336.349,5181.0,22.29972978189539
123,6336.2105,5181.0,22.29705655278904
124,6325.7935,5181.0,22.095994981663765
125,6324.5955,5181.0,22.07287203242618
126,6324.6125,5181.0,22.07320015441035
127,6313.7015,5181.0,21.86260374445088
128,6312.057,5181.0,21.83086276780544
129,6311.834,5181.0,21.82655857942482
130,6300.7485,5181.0,21.61259409380428
131,6299.4285,5181.0,21.587116386797916
132,6299.1855,5181.0,21.582426172553554
133,6289.3925,5181.0,21.39340860837676
134,6288.767,5181.0,21.381335649488513
135,6288.281,5181.0,21.371955220999805
136,6276.2985,5181.0,21.14067747539085
137,6276.0095,5181.0,21.13509940165991
138,6276.0385,5181.0,21.135659139162318
139,6268.7185,5181.0,20.994373673036094
140,6268.365,5181.0,20.98755066589461
141,6268.2265,5181.0,20.98487743678826
142,6264.071,5181.0,20.904670912951165
143,6264.2065,5181.0,20.907286238177964
144,6264.3935,5181.0,20.910895580003864
145,6259.576,5181.0,20.817911600077206
146,6259.654,5181.0,20.819417100945774
147,6259.68,5181.0,20.81991893456862
148,6255.0005,5181.0,20.72959853310172
149,6254.736,5181.0,20.724493341053847
150,6254.2515,5181.0,20.715141864504925
151,6252.4545,5181.0,20.68045744064852
152,6252.1895,5181.0,20.67534259795407
153,6251.401,5181.0,20.66012352827639
154,6248.7595,5181.0,20.609139162323878
155,6248.647,5181.0,20.606967766840377
156,6248.579,5181.0,20.605655278903683
157,6245.068,5181.0,20.537888438525385
158,6245.059,5181.0,20.537714726886705
159,6244.5425,5181.0,20.52774560895579
160,6239.974,5181.0,20.439567651032622
161,6239.9155,5181.0,20.4384385253812
162,6238.0245,5181.0,20.401939779965268
163,6232.714,5181.0,20.299440262497587
164,6232.714,5181.0,20.299440262497587
165,6230.558,5181.0,20.257826674387182
166,6226.0045,5181.0,20.169938235861803
167,6226.0045,5181.0,20.169938235861803
168,6224.903,5181.0,20.14867786141672
169,6223.2235,5181.0,20.116261339509748
170,6223.2235,5181.0,20.116261339509748
171,6223.176,5181.0,20.11534452808339
172,6222.9045,5181.0,20.1101042269832
173,6222.9045,5181.0,20.1101042269832
174,6224.76,5181.0,20.14591777649103
175,6226.3885,5181.0,20.177349932445473
176,6226.3885,5181.0,20.177349932445473
177,6225.4395,5181.0,20.159033005211356
178,6226.8815,5181.0,20.186865469986497
179,6226.8815,5181.0,20.186865469986497
180,6225.898,5181.0,20.16788264813743
181,6222.9825,5181.0,20.111609727851768
182,6222.9825,5181.0,20.111609727851768
183,6222.046,5181.0,20.093534066782478
184,6220.611,5181.0,20.06583671105964
185,6220.611,5181.0,20.06583671105964
186,6219.147,5181.0,20.037579617834396
187,6215.767,5181.0,19.972341246863536
