iteration,makespan,bks,optimality gap
1,0.00,Dynamic,0.00
2,4199.39,Dynamic,0.00
3,4199.39,Dynamic,0.00
4,4172.81,Dynamic,0.00
5,4156.39,Dynamic,0.00
6,4156.39,Dynamic,0.00
7,4119.94,Dynamic,0.00
8,4100.29,Dynamic,0.00
9,4093.04,Dynamic,0.00
10,4094.02,Dynamic,0.00
11,4094.02,Dynamic,0.00
12,4072.17,Dynamic,0.00
13,4093.32,Dynamic,0.00
14,4093.32,Dynamic,0.00
15,4106.94,Dynamic,0.00
16,4111.44,Dynamic,0.00
17,4115.13,Dynamic,0.00
18,4095.04,Dynamic,0.00
19,4095.04,Dynamic,0.00
20,4140.72,Dynamic,0.00
21,4111.70,Dynamic,0.00
22,4113.82,Dynamic,0.00
23,4079.92,Dynamic,0.00
24,4062.53,Dynamic,0.00
25,4082.63,Dynamic,0.00
26,4050.82,Dynamic,0.00
27,4050.82,Dynamic,0.00
28,4057.80,Dynamic,0.00
29,4066.16,Dynamic,0.00
30,4066.40,Dynamic,0.00
31,4077.74,Dynamic,0.00
32,4072.76,Dynamic,0.00
33,4080.32,Dynamic,0.00
34,4064.88,Dynamic,0.00
35,4066.15,Dynamic,0.00
36,4058.17,Dynamic,0.00
37,4048.35,Dynamic,0.00
38,4048.35,Dynamic,0.00
39,4035.15,Dynamic,0.00
40,4039.07,Dynamic,0.00
41,4042.18,Dynamic,0.00
42,4022.93,Dynamic,0.00
43,3999.60,Dynamic,0.00
44,3951.00,Dynamic,0.00
45,3954.88,Dynamic,0.00
46,3943.72,Dynamic,0.00
47,3971.95,Dynamic,0.00
48,3980.88,Dynamic,0.00
49,3974.16,Dynamic,0.00
50,3965.73,Dynamic,0.00
51,3947.93,Dynamic,0.00
52,3952.64,Dynamic,0.00
53,3952.13,Dynamic,0.00
54,3967.98,Dynamic,0.00
55,3960.27,Dynamic,0.00
56,3974.47,Dynamic,0.00
57,3965.78,Dynamic,0.00
58,3946.97,Dynamic,0.00
59,4004.35,Dynamic,0.00
60,4008.81,Dynamic,0.00
61,3973.75,Dynamic,0.00
62,3917.00,Dynamic,0.00
63,3912.16,Dynamic,0.00
64,3871.30,Dynamic,0.00
65,3930.74,Dynamic,0.00
66,3930.07,Dynamic,0.00
67,3919.36,Dynamic,0.00
68,3895.68,Dynamic,0.00
69,3905.40,Dynamic,0.00
70,3945.14,Dynamic,0.00
71,3936.95,Dynamic,0.00
72,3908.15,Dynamic,0.00
73,3915.79,Dynamic,0.00
74,3898.77,Dynamic,0.00
75,3887.93,Dynamic,0.00
76,3901.88,Dynamic,0.00
77,3921.53,Dynamic,0.00
78,3945.14,Dynamic,0.00
79,3887.82,Dynamic,0.00
80,3890.73,Dynamic,0.00
81,3881.18,Dynamic,0.00
82,3910.57,Dynamic,0.00
83,3911.00,Dynamic,0.00
84,3892.83,Dynamic,0.00
85,3870.05,Dynamic,0.00
86,3860.37,Dynamic,0.00
87,3861.69,Dynamic,0.00
88,3916.30,Dynamic,0.00
89,3922.12,Dynamic,0.00
90,3933.72,Dynamic,0.00
91,3968.26,Dynamic,0.00
92,3952.42,Dynamic,0.00
93,3863.23,Dynamic,0.00
94,3851.06,Dynamic,0.00
95,3872.58,Dynamic,0.00
96,3921.88,Dynamic,0.00
97,3913.49,Dynamic,0.00
98,3858.89,Dynamic,0.00
99,3871.25,Dynamic,0.00
100,3893.86,Dynamic,0.00
101,3907.01,Dynamic,0.00
102,3887.67,Dynamic,0.00
103,3893.30,Dynamic,0.00
104,3882.25,Dynamic,0.00
105,3837.34,Dynamic,0.00
106,3824.10,Dynamic,0.00
107,3817.54,Dynamic,0.00
108,3837.98,Dynamic,0.00
109,3858.70,Dynamic,0.00
110,3892.18,Dynamic,0.00
111,3882.37,Dynamic,0.00
112,3897.58,Dynamic,0.00
113,3869.36,Dynamic,0.00
114,3856.08,Dynamic,0.00
115,3860.35,Dynamic,0.00
116,3804.19,Dynamic,0.00
117,3845.87,Dynamic,0.00
118,3856.09,Dynamic,0.00
119,3847.70,Dynamic,0.00
120,3822.56,Dynamic,0.00
121,3820.48,Dynamic,0.00
122,3872.92,Dynamic,0.00
123,3842.57,Dynamic,0.00
124,3841.00,Dynamic,0.00
125,3845.44,Dynamic,0.00
126,3882.28,Dynamic,0.00
127,3844.68,Dynamic,0.00
128,3796.13,Dynamic,0.00
129,3809.76,Dynamic,0.00
130,3826.94,Dynamic,0.00
131,3851.80,Dynamic,0.00
132,3856.52,Dynamic,0.00
133,3868.79,Dynamic,0.00
134,3910.53,Dynamic,0.00
135,3902.48,Dynamic,0.00
136,3872.26,Dynamic,0.00
137,3901.34,Dynamic,0.00
138,3891.81,Dynamic,0.00
139,3889.77,Dynamic,0.00
140,3846.74,Dynamic,0.00
141,3840.21,Dynamic,0.00
142,3832.85,Dynamic,0.00
143,3866.11,Dynamic,0.00
144,3861.33,Dynamic,0.00
145,3846.46,Dynamic,0.00
146,3843.95,Dynamic,0.00
147,3838.26,Dynamic,0.00
148,3800.40,Dynamic,0.00
149,3794.55,Dynamic,0.00
150,3806.21,Dynamic,0.00
151,3834.73,Dynamic,0.00
152,3843.23,Dynamic,0.00
153,3844.49,Dynamic,0.00
154,3835.71,Dynamic,0.00
155,3827.92,Dynamic,0.00
156,3808.87,Dynamic,0.00
157,3815.72,Dynamic,0.00
158,3829.58,Dynamic,0.00
159,3852.70,Dynamic,0.00
160,3856.52,Dynamic,0.00
161,3840.59,Dynamic,0.00
162,3829.70,Dynamic,0.00
163,3831.14,Dynamic,0.00
164,3835.69,Dynamic,0.00
165,3843.38,Dynamic,0.00
166,3866.05,Dynamic,0.00
167,3862.61,Dynamic,0.00
168,3871.37,Dynamic,0.00
169,3869.53,Dynamic,0.00
170,3849.64,Dynamic,0.00
171,3804.48,Dynamic,0.00
172,3809.58,Dynamic,0.00
173,3829.17,Dynamic,0.00
174,3870.12,Dynamic,0.00
175,3852.14,Dynamic,0.00
176,3841.99,Dynamic,0.00
177,3823.87,Dynamic,0.00
178,3821.50,Dynamic,0.00
179,3805.88,Dynamic,0.00
180,3816.98,Dynamic,0.00
181,3787.16,Dynamic,0.00
182,3774.11,Dynamic,0.00
183,3799.28,Dynamic,0.00
184,3796.69,Dynamic,0.00
185,3772.33,Dynamic,0.00
186,3755.97,Dynamic,0.00
187,3745.44,Dynamic,0.00
188,3731.73,Dynamic,0.00
189,3752.57,Dynamic,0.00
190,3775.50,Dynamic,0.00
191,3760.48,Dynamic,0.00
192,3784.53,Dynamic,0.00
193,3805.69,Dynamic,0.00
194,3810.16,Dynamic,0.00
195,3818.56,Dynamic,0.00
196,3812.02,Dynamic,0.00
197,3776.55,Dynamic,0.00
198,3759.44,Dynamic,0.00
199,3769.16,Dynamic,0.00
200,3754.88,Dynamic,0.00
201,3790.75,Dynamic,0.00
202,3804.19,Dynamic,0.00
203,3824.04,Dynamic,0.00
204,3810.03,Dynamic,0.00
205,3802.36,Dynamic,0.00
206,3797.29,Dynamic,0.00
207,3799.55,Dynamic,0.00
208,3803.57,Dynamic,0.00
209,3819.96,Dynamic,0.00
210,3782.73,Dynamic,0.00
211,3764.83,Dynamic,0.00
212,3763.00,Dynamic,0.00
213,3778.15,Dynamic,0.00
214,3779.55,Dynamic,0.00
215,3776.03,Dynamic,0.00
216,3791.11,Dynamic,0.00
217,3815.11,Dynamic,0.00
218,3803.14,Dynamic,0.00
219,3795.68,Dynamic,0.00
220,3799.40,Dynamic,0.00
221,3767.11,Dynamic,0.00
222,3750.24,Dynamic,0.00
223,3751.40,Dynamic,0.00
224,3758.71,Dynamic,0.00
225,3767.63,Dynamic,0.00
226,3747.14,Dynamic,0.00
227,3747.69,Dynamic,0.00
228,3766.10,Dynamic,0.00
229,3747.52,Dynamic,0.00
230,3781.49,Dynamic,0.00
231,3806.06,Dynamic,0.00
232,3788.87,Dynamic,0.00
233,3774.89,Dynamic,0.00
234,3781.57,Dynamic,0.00
235,3769.79,Dynamic,0.00
236,3745.46,Dynamic,0.00
237,3750.43,Dynamic,0.00
238,3772.37,Dynamic,0.00
239,3756.42,Dynamic,0.00
240,3736.81,Dynamic,0.00
241,3742.42,Dynamic,0.00
242,3791.70,Dynamic,0.00
243,3812.03,Dynamic,0.00
244,3787.93,Dynamic,0.00
245,3765.08,Dynamic,0.00
246,3767.69,Dynamic,0.00
247,3775.55,Dynamic,0.00
248,3759.04,Dynamic,0.00
249,3755.61,Dynamic,0.00
250,3761.23,Dynamic,0.00
251,3745.29,Dynamic,0.00
252,3753.09,Dynamic,0.00
253,3782.38,Dynamic,0.00
254,3748.61,Dynamic,0.00
255,3742.19,Dynamic,0.00
256,3759.71,Dynamic,0.00
257,3772.12,Dynamic,0.00
258,3754.26,Dynamic,0.00
259,3739.37,Dynamic,0.00
260,3756.43,Dynamic,0.00
261,3769.40,Dynamic,0.00
262,3778.86,Dynamic,0.00
263,3790.58,Dynamic,0.00
264,3777.86,Dynamic,0.00
265,3759.95,Dynamic,0.00
266,3768.95,Dynamic,0.00
267,3777.70,Dynamic,0.00
268,3743.06,Dynamic,0.00
269,3737.28,Dynamic,0.00
270,3753.66,Dynamic,0.00
271,3774.27,Dynamic,0.00
272,3788.68,Dynamic,0.00
273,3774.34,Dynamic,0.00
274,3781.55,Dynamic,0.00
275,3794.40,Dynamic,0.00
276,3809.33,Dynamic,0.00
277,3760.48,Dynamic,0.00
278,3748.47,Dynamic,0.00
279,3765.92,Dynamic,0.00
280,3756.74,Dynamic,0.00
281,3775.86,Dynamic,0.00
282,3792.42,Dynamic,0.00
283,3795.44,Dynamic,0.00
284,3796.96,Dynamic,0.00
285,3772.02,Dynamic,0.00
286,3763.04,Dynamic,0.00
287,3764.47,Dynamic,0.00
288,3730.13,Dynamic,0.00
289,3731.82,Dynamic,0.00
290,3747.08,Dynamic,0.00
291,3767.32,Dynamic,0.00
292,3764.55,Dynamic,0.00
293,3778.85,Dynamic,0.00
294,3792.50,Dynamic,0.00
295,3781.15,Dynamic,0.00
296,3740.07,Dynamic,0.00
297,3713.33,Dynamic,0.00
298,3761.81,Dynamic,0.00
299,3752.01,Dynamic,0.00
300,3704.50,Dynamic,0.00
301,3729.12,Dynamic,0.00
302,3737.69,Dynamic,0.00
303,3747.49,Dynamic,0.00
304,3764.59,Dynamic,0.00
305,3768.52,Dynamic,0.00
306,3764.98,Dynamic,0.00
307,3741.60,Dynamic,0.00
308,3727.12,Dynamic,0.00
309,3731.77,Dynamic,0.00
310,3738.44,Dynamic,0.00
311,3725.17,Dynamic,0.00
312,3738.85,Dynamic,0.00
313,3742.36,Dynamic,0.00
314,3730.83,Dynamic,0.00
315,3723.76,Dynamic,0.00
316,3722.03,Dynamic,0.00
317,3717.52,Dynamic,0.00
318,3735.32,Dynamic,0.00
319,3739.71,Dynamic,0.00
320,3738.81,Dynamic,0.00
321,3742.52,Dynamic,0.00
322,3737.52,Dynamic,0.00
323,3738.53,Dynamic,0.00
324,3692.23,Dynamic,0.00
325,3715.81,Dynamic,0.00
326,3743.02,Dynamic,0.00
327,3750.67,Dynamic,0.00
328,3715.12,Dynamic,0.00
329,3694.83,Dynamic,0.00
330,3712.04,Dynamic,0.00
331,3740.17,Dynamic,0.00
332,3721.57,Dynamic,0.00
333,3674.40,Dynamic,0.00
334,3687.05,Dynamic,0.00
335,3706.65,Dynamic,0.00
336,3687.58,Dynamic,0.00
337,3682.57,Dynamic,0.00
338,3701.04,Dynamic,0.00
339,3714.26,Dynamic,0.00
340,3709.56,Dynamic,0.00
341,3692.41,Dynamic,0.00
342,3669.57,Dynamic,0.00
343,3667.19,Dynamic,0.00
344,3659.82,Dynamic,0.00
345,3678.15,Dynamic,0.00
346,3715.62,Dynamic,0.00
347,3696.40,Dynamic,0.00
348,3685.19,Dynamic,0.00
349,3651.76,Dynamic,0.00
350,3646.92,Dynamic,0.00
351,3649.85,Dynamic,0.00
352,3644.37,Dynamic,0.00
353,3658.09,Dynamic,0.00
354,3680.01,Dynamic,0.00
355,3655.30,Dynamic,0.00
356,3624.98,Dynamic,0.00
357,3654.19,Dynamic,0.00
358,3692.47,Dynamic,0.00
359,3714.97,Dynamic,0.00
360,3673.82,Dynamic,0.00
361,3657.98,Dynamic,0.00
362,3668.93,Dynamic,0.00
363,3678.24,Dynamic,0.00
364,3654.41,Dynamic,0.00
365,3653.91,Dynamic,0.00
366,3674.97,Dynamic,0.00
367,3702.97,Dynamic,0.00
368,3710.04,Dynamic,0.00
369,3667.72,Dynamic,0.00
370,3674.86,Dynamic,0.00
371,3680.86,Dynamic,0.00
372,3669.36,Dynamic,0.00
373,3662.38,Dynamic,0.00
374,3656.04,Dynamic,0.00
375,3613.31,Dynamic,0.00
376,3613.22,Dynamic,0.00
377,3617.27,Dynamic,0.00
