iteration,makespan,bks,optimality gap,rolling_avg,reward_mean
1,0.00,2756.0,N/A,N/A,nan
2,3654.41,2756.0,32.60,32.60,197.2020
3,3658.10,2756.0,32.73,32.67,203.1490
4,3655.96,2756.0,32.65,32.66,201.7793
5,3599.26,2756.0,30.60,32.15,199.0838
6,3651.08,2756.0,32.48,32.21,194.7354
7,3670.69,2756.0,33.19,32.33,197.6111
8,3650.49,2756.0,32.46,32.27,198.5551
9,3654.66,2756.0,32.61,32.27,200.6035
10,3606.65,2756.0,30.87,32.32,203.8687
11,3614.02,2756.0,31.13,32.05,205.7323
12,3580.94,2756.0,29.93,31.40,209.0551
13,3557.35,2756.0,29.08,30.72,211.0884
14,3585.65,2756.0,30.10,30.22,207.8626
15,3588.26,2756.0,30.20,30.09,209.8293
16,3597.99,2756.0,30.55,29.97,210.4247
17,3578.35,2756.0,29.84,29.95,210.1202
18,3545.22,2756.0,28.64,29.87,208.7581
19,3577.67,2756.0,29.81,29.81,208.1308
20,3534.75,2756.0,28.26,29.42,213.4702
21,3538.27,2756.0,28.38,28.99,216.6793
22,3493.23,2756.0,26.75,28.37,219.5793
23,3548.00,2756.0,28.74,28.39,218.0081
24,3527.86,2756.0,28.01,28.03,217.7141
25,3510.01,2756.0,27.36,27.85,217.4005
26,3513.85,2756.0,27.50,27.67,219.2566
27,3511.49,2756.0,27.41,27.80,216.3551
28,3555.25,2756.0,29.00,27.86,217.4111
29,3572.65,2756.0,29.63,28.18,220.5596
30,3510.83,2756.0,27.39,28.19,222.7551
31,3477.00,2756.0,26.16,27.92,223.6081
32,3465.71,2756.0,25.75,27.59,226.5096
33,3459.92,2756.0,25.54,26.89,225.6929
34,3469.57,2756.0,25.89,26.15,225.4672
35,3485.71,2756.0,26.48,25.96,224.4035
36,3495.19,2756.0,26.82,26.10,224.8308
37,3464.18,2756.0,25.70,26.09,223.4202
38,3456.61,2756.0,25.42,26.06,226.9293
39,3450.60,2756.0,25.20,25.92,229.8611
40,3451.97,2756.0,25.25,25.68,226.7551
41,3480.24,2756.0,26.28,25.57,226.2763
42,3452.13,2756.0,25.26,25.48,228.0172
43,3419.67,2756.0,24.08,25.21,228.8717
44,3403.77,2756.0,23.50,24.88,231.4793
45,3401.29,2756.0,23.41,24.51,233.5611
46,3413.37,2756.0,23.85,24.02,231.9141
47,3402.38,2756.0,23.45,23.66,233.9278
48,3423.57,2756.0,24.22,23.69,232.6611
49,3447.57,2756.0,25.09,24.01,232.2172
50,3433.34,2756.0,24.58,24.24,232.9429
51,3393.89,2756.0,23.15,24.10,236.8763
52,3373.80,2756.0,22.42,23.89,235.2081
53,3402.39,2756.0,23.45,23.74,235.7051
54,3401.46,2756.0,23.42,23.40,235.1914
55,3399.65,2756.0,23.35,23.16,236.5596
56,3410.70,2756.0,23.76,23.28,234.4187
57,3403.04,2756.0,23.48,23.49,234.0944
58,3415.11,2756.0,23.92,23.58,236.2247
59,3397.49,2756.0,23.28,23.56,238.3096
60,3392.00,2756.0,23.08,23.50,238.1914
61,3377.37,2756.0,22.55,23.26,235.7838
62,3396.55,2756.0,23.24,23.21,235.4066
63,3397.07,2756.0,23.26,23.08,235.8020
64,3396.51,2756.0,23.24,23.07,237.7308
65,3389.15,2756.0,22.97,23.05,237.0490
66,3402.74,2756.0,23.47,23.24,237.6081
67,3375.67,2756.0,22.48,23.09,239.2944
68,3378.57,2756.0,22.59,22.95,238.9551
69,3352.70,2756.0,21.65,22.63,239.1611
70,3360.66,2756.0,21.94,22.43,240.1914
71,3372.67,2756.0,22.38,22.21,237.9051
72,3395.31,2756.0,23.20,22.35,237.5702
73,3404.05,2756.0,23.51,22.54,237.1732
74,3398.66,2756.0,23.32,22.87,240.2263
75,3377.36,2756.0,22.55,22.99,241.6384
76,3335.68,2756.0,21.03,22.72,241.6611
77,3327.75,2756.0,20.75,22.23,244.0899
78,3332.45,2756.0,20.92,21.71,245.5899
79,3315.07,2756.0,20.29,21.11,244.0732
80,3329.63,2756.0,20.81,20.76,246.0338
81,3382.92,2756.0,22.75,21.10,242.4338
82,3369.58,2756.0,22.26,21.41,246.2475
83,3340.93,2756.0,21.22,21.47,245.5763
84,3323.00,2756.0,20.57,21.52,244.4929
85,3345.11,2756.0,21.38,21.64,244.4808
86,3340.11,2756.0,21.19,21.33,246.4838
87,3307.85,2756.0,20.02,20.88,248.6157
88,3313.11,2756.0,20.21,20.68,247.3657
89,3327.39,2756.0,20.73,20.71,248.4626
90,3317.96,2756.0,20.39,20.51,248.2990
91,3310.79,2756.0,20.13,20.30,248.6051
92,3299.74,2756.0,19.73,20.24,250.5581
93,3296.63,2756.0,19.62,20.12,247.6369
94,3320.18,2756.0,20.47,20.07,249.1369
95,3298.28,2756.0,19.68,19.92,249.9990
