iteration,makespan,bks,optimality gap
1,0.00,Dynamic,0.00
2,4234.08,Dynamic,0.00
3,4234.08,Dynamic,0.00
4,4194.76,Dynamic,0.00
5,4238.19,Dynamic,0.00
6,4238.19,Dynamic,0.00
7,4238.45,Dynamic,0.00
8,4238.45,Dynamic,0.00
9,4215.89,Dynamic,0.00
10,4169.97,Dynamic,0.00
11,4169.97,Dynamic,0.00
12,4203.56,Dynamic,0.00
13,4166.49,Dynamic,0.00
14,4169.87,Dynamic,0.00
15,4194.06,Dynamic,0.00
16,4194.06,Dynamic,0.00
17,4147.37,Dynamic,0.00
18,4128.42,Dynamic,0.00
19,4128.42,Dynamic,0.00
20,4134.96,Dynamic,0.00
21,4114.85,Dynamic,0.00
22,4111.04,Dynamic,0.00
23,4084.42,Dynamic,0.00
24,4078.98,Dynamic,0.00
25,4115.97,Dynamic,0.00
26,4094.23,Dynamic,0.00
27,4094.23,Dynamic,0.00
28,4101.04,Dynamic,0.00
29,4096.17,Dynamic,0.00
30,4096.17,Dynamic,0.00
31,4066.12,Dynamic,0.00
32,4085.56,Dynamic,0.00
33,4079.45,Dynamic,0.00
34,4031.23,Dynamic,0.00
35,4036.53,Dynamic,0.00
36,4042.59,Dynamic,0.00
37,4059.10,Dynamic,0.00
38,4059.10,Dynamic,0.00
39,4026.96,Dynamic,0.00
40,4053.55,Dynamic,0.00
41,4056.25,Dynamic,0.00
42,4025.55,Dynamic,0.00
43,4015.10,Dynamic,0.00
44,3975.42,Dynamic,0.00
45,3993.68,Dynamic,0.00
46,4016.57,Dynamic,0.00
47,4036.10,Dynamic,0.00
48,4046.76,Dynamic,0.00
49,4045.13,Dynamic,0.00
50,4023.76,Dynamic,0.00
51,4039.96,Dynamic,0.00
52,4035.52,Dynamic,0.00
53,4006.66,Dynamic,0.00
54,4011.69,Dynamic,0.00
55,4003.11,Dynamic,0.00
56,4051.59,Dynamic,0.00
57,4031.35,Dynamic,0.00
58,4017.02,Dynamic,0.00
59,3975.88,Dynamic,0.00
60,3980.72,Dynamic,0.00
61,3999.48,Dynamic,0.00
62,3995.92,Dynamic,0.00
63,3982.82,Dynamic,0.00
64,3989.72,Dynamic,0.00
65,3977.56,Dynamic,0.00
66,3978.78,Dynamic,0.00
67,3975.18,Dynamic,0.00
68,3988.19,Dynamic,0.00
69,3993.09,Dynamic,0.00
70,3999.43,Dynamic,0.00
71,4012.05,Dynamic,0.00
72,4012.79,Dynamic,0.00
73,3980.87,Dynamic,0.00
74,3973.47,Dynamic,0.00
75,3966.39,Dynamic,0.00
76,4012.72,Dynamic,0.00
77,3996.69,Dynamic,0.00
78,3946.67,Dynamic,0.00
79,3938.98,Dynamic,0.00
80,3944.08,Dynamic,0.00
81,3942.41,Dynamic,0.00
82,3942.13,Dynamic,0.00
83,3949.73,Dynamic,0.00
84,3933.73,Dynamic,0.00
85,3932.25,Dynamic,0.00
86,3924.96,Dynamic,0.00
87,3895.52,Dynamic,0.00
88,3879.91,Dynamic,0.00
89,3888.59,Dynamic,0.00
90,3942.50,Dynamic,0.00
91,3926.06,Dynamic,0.00
92,3887.96,Dynamic,0.00
93,3896.09,Dynamic,0.00
94,3896.83,Dynamic,0.00
95,3910.27,Dynamic,0.00
96,3875.38,Dynamic,0.00
97,3881.15,Dynamic,0.00
98,3892.28,Dynamic,0.00
99,3898.53,Dynamic,0.00
100,3900.09,Dynamic,0.00
101,3886.18,Dynamic,0.00
102,3907.31,Dynamic,0.00
103,3895.41,Dynamic,0.00
104,3867.79,Dynamic,0.00
105,3903.28,Dynamic,0.00
106,3903.60,Dynamic,0.00
107,3912.00,Dynamic,0.00
108,3891.85,Dynamic,0.00
109,3878.81,Dynamic,0.00
110,3899.28,Dynamic,0.00
111,3906.25,Dynamic,0.00
112,3903.01,Dynamic,0.00
113,3914.48,Dynamic,0.00
114,3882.72,Dynamic,0.00
115,3871.98,Dynamic,0.00
116,3872.70,Dynamic,0.00
117,3892.41,Dynamic,0.00
118,3891.84,Dynamic,0.00
119,3877.23,Dynamic,0.00
120,3874.12,Dynamic,0.00
121,3903.19,Dynamic,0.00
122,3881.31,Dynamic,0.00
123,3854.23,Dynamic,0.00
124,3854.07,Dynamic,0.00
125,3851.31,Dynamic,0.00
126,3861.83,Dynamic,0.00
127,3884.69,Dynamic,0.00
128,3869.56,Dynamic,0.00
129,3862.03,Dynamic,0.00
130,3852.95,Dynamic,0.00
131,3881.49,Dynamic,0.00
132,3863.83,Dynamic,0.00
133,3879.88,Dynamic,0.00
134,3873.54,Dynamic,0.00
135,3874.22,Dynamic,0.00
136,3852.73,Dynamic,0.00
137,3837.93,Dynamic,0.00
138,3828.14,Dynamic,0.00
139,3885.57,Dynamic,0.00
140,3901.32,Dynamic,0.00
141,3908.82,Dynamic,0.00
142,3873.59,Dynamic,0.00
143,3872.31,Dynamic,0.00
144,3879.58,Dynamic,0.00
145,3868.14,Dynamic,0.00
146,3857.67,Dynamic,0.00
147,3852.47,Dynamic,0.00
148,3864.18,Dynamic,0.00
149,3858.86,Dynamic,0.00
150,3862.98,Dynamic,0.00
151,3825.49,Dynamic,0.00
152,3819.75,Dynamic,0.00
153,3829.38,Dynamic,0.00
154,3876.57,Dynamic,0.00
155,3886.37,Dynamic,0.00
