iteration,makespan,bks,optimality gap,rolling_avg,reward_mean
1,0.00,5181.0,N/A,N/A,nan
2,0.00,5181.0,N/A,N/A,nan
3,0.00,5181.0,N/A,N/A,nan
4,6738.98,5181.0,30.07,30.07,607.0758
5,6738.98,5181.0,30.07,30.07,607.0758
6,6738.98,5181.0,30.07,30.07,607.0758
7,6759.59,5181.0,30.47,30.17,597.4545
8,6759.59,5181.0,30.47,30.23,597.4545
9,6759.59,5181.0,30.47,30.31,597.4545
10,6758.42,5181.0,30.45,30.38,607.2505
11,6758.42,5181.0,30.45,30.46,607.2505
12,6758.42,5181.0,30.45,30.46,607.2505
13,6671.46,5181.0,28.77,30.12,629.6768
14,6679.81,5181.0,28.93,29.81,630.8242
15,6679.81,5181.0,28.93,29.50,630.8242
16,6656.06,5181.0,28.47,29.11,633.7030
17,6574.68,5181.0,26.90,28.40,641.2303
18,6574.68,5181.0,26.90,28.03,641.2303
19,6574.68,5181.0,26.90,27.62,641.2303
20,6538.42,5181.0,26.20,27.07,641.0000
21,6538.42,5181.0,26.20,26.62,641.0000
22,6538.42,5181.0,26.20,26.48,641.0000
23,6519.96,5181.0,25.84,26.27,650.4162
24,6519.96,5181.0,25.84,26.06,650.4162
25,6519.96,5181.0,25.84,25.99,650.4162
26,6430.59,5181.0,24.12,25.57,674.5394
27,6430.59,5181.0,24.12,25.15,674.5394
28,6430.59,5181.0,24.12,24.81,674.5394
29,6361.65,5181.0,22.79,24.20,683.3899
30,6361.65,5181.0,22.79,23.59,683.3899
31,6361.65,5181.0,22.79,23.32,683.3899
32,6319.66,5181.0,21.98,22.89,704.4202
33,6319.66,5181.0,21.98,22.46,704.4202
34,6319.66,5181.0,21.98,22.30,704.4202
35,6197.46,5181.0,19.62,21.67,714.9838
36,6197.46,5181.0,19.62,21.03,714.9838
37,6197.46,5181.0,19.62,20.56,714.9838
38,6158.53,5181.0,18.87,19.94,708.8747
39,6158.53,5181.0,18.87,19.32,708.8747
40,6164.73,5181.0,18.99,19.19,707.9414
41,6214.14,5181.0,19.94,19.26,703.5838
42,6214.14,5181.0,19.94,19.32,703.5838
43,6223.12,5181.0,20.11,19.57,704.2202
44,6232.76,5181.0,20.30,19.86,708.7253
45,6232.76,5181.0,20.30,20.12,708.7253
46,6209.02,5181.0,19.84,20.10,712.5515
47,6179.14,5181.0,19.27,19.96,713.9859
48,6179.14,5181.0,19.27,19.79,713.9859
49,6128.82,5181.0,18.29,19.39,722.4101
50,6117.64,5181.0,18.08,18.95,724.9455
51,6117.64,5181.0,18.08,18.60,724.9455
52,6148.94,5181.0,18.68,18.48,727.0283
