iteration,makespan,bks,optimality gap,rolling_avg,reward_mean
1,3034.91,1937.0,56.68,56.68,0.5149
2,3053.15,1937.0,57.62,57.15,5.2081
3,3056.26,1937.0,57.78,57.36,10.8525
4,3035.87,1937.0,56.73,57.20,7.3232
5,3027.97,1937.0,56.32,57.03,8.0485
6,3011.60,1937.0,55.48,56.79,10.0101
7,3003.28,1937.0,55.05,56.27,9.8222
8,2997.63,1937.0,54.76,55.67,8.9273
9,3008.08,1937.0,55.30,55.38,7.7879
10,2992.83,1937.0,54.51,55.02,5.0000
11,3034.37,1937.0,56.65,55.25,8.8242
12,2982.92,1937.0,54.00,55.04,12.3616
13,3012.35,1937.0,55.52,55.19,5.4485
14,3009.32,1937.0,55.36,55.21,8.1899
15,3010.31,1937.0,55.41,55.39,10.6889
16,3073.17,1937.0,58.66,55.79,10.5131
17,3022.90,1937.0,56.06,56.20,15.1475
18,2970.60,1937.0,53.36,55.77,14.4566
19,3001.01,1937.0,54.93,55.68,14.4828
20,3009.96,1937.0,55.39,55.68,16.4303
21,2949.73,1937.0,52.28,54.41,18.3131
22,2973.90,1937.0,53.53,53.90,15.6444
23,2949.55,1937.0,52.27,53.68,20.0101
24,2945.69,1937.0,52.07,53.11,19.5596
25,2960.77,1937.0,52.85,52.60,21.4061
26,2975.22,1937.0,53.60,52.87,24.8020
27,2944.86,1937.0,52.03,52.57,24.3636
28,2967.83,1937.0,53.22,52.76,27.9333
29,2916.89,1937.0,50.59,52.46,31.3192
30,2908.88,1937.0,50.17,51.92,28.5111
31,2931.54,1937.0,51.34,51.47,29.5859
32,2918.44,1937.0,50.67,51.20,29.3455
33,2924.05,1937.0,50.96,50.75,29.7354
34,2907.98,1937.0,50.13,50.65,37.6606
35,2906.30,1937.0,50.04,50.63,39.3697
36,2855.59,1937.0,47.42,49.84,43.4970
37,2821.26,1937.0,45.65,48.84,41.9859
38,2828.05,1937.0,46.00,47.85,47.0667
39,2851.56,1937.0,47.22,47.27,45.3919
40,2846.11,1937.0,46.93,46.65,47.5636
41,2831.63,1937.0,46.19,46.40,46.6364
42,2844.50,1937.0,46.85,46.64,44.1939
43,2868.48,1937.0,48.09,47.06,40.9616
44,2849.74,1937.0,47.12,47.04,43.0586
45,2834.17,1937.0,46.32,46.91,44.6909
46,2832.86,1937.0,46.25,46.93,48.9192
47,2830.34,1937.0,46.12,46.78,49.0162
48,2832.71,1937.0,46.24,46.41,44.0000
49,2855.09,1937.0,47.40,46.47,43.5596
50,2869.15,1937.0,48.12,46.83,47.1354
51,2814.38,1937.0,45.30,46.64,51.4384
52,2786.17,1937.0,43.84,46.18,52.8586
53,2782.43,1937.0,43.65,45.66,54.3293
54,2794.54,1937.0,44.27,45.04,56.6687
55,2773.00,1937.0,43.16,44.04,53.4465
56,2769.28,1937.0,42.97,43.58,56.6061
57,2772.07,1937.0,43.11,43.43,54.3051
58,2744.82,1937.0,41.70,43.04,59.5778
59,2781.56,1937.0,43.60,42.91,60.2081
60,2756.21,1937.0,42.29,42.74,58.6081
61,2792.53,1937.0,44.17,42.98,58.5717
62,2756.80,1937.0,42.32,42.82,59.9939
63,2789.51,1937.0,44.01,43.28,57.8364
64,2795.92,1937.0,44.34,43.43,57.6485
65,2791.63,1937.0,44.12,43.79,57.2606
66,2757.19,1937.0,42.34,43.43,60.7515
67,2773.78,1937.0,43.20,43.60,52.3697
68,2780.55,1937.0,43.55,43.51,56.5899
69,2752.39,1937.0,42.10,43.06,61.6040
70,2753.95,1937.0,42.18,42.67,57.4727
71,2771.16,1937.0,43.06,42.82,61.9616
72,2765.76,1937.0,42.79,42.73,65.1939
73,2766.00,1937.0,42.80,42.58,63.1333
74,2758.66,1937.0,42.42,42.65,70.8404
75,2723.92,1937.0,40.63,42.34,67.9172
76,2733.84,1937.0,41.14,41.95,67.8626
77,2742.26,1937.0,41.57,41.71,66.7051
78,2716.69,1937.0,40.25,41.20,69.8020
79,2741.28,1937.0,41.52,41.02,66.3919
80,2739.29,1937.0,41.42,41.18,67.1212
81,2730.26,1937.0,40.95,41.14,71.4303
82,2740.83,1937.0,41.50,41.13,70.8303
83,2727.08,1937.0,40.79,41.24,70.2788
84,2717.33,1937.0,40.29,40.99,69.1636
85,2698.25,1937.0,39.30,40.57,74.5515
86,2696.63,1937.0,39.22,40.22,71.3818
87,2716.31,1937.0,40.23,39.96,68.4081
88,2728.15,1937.0,40.84,39.98,72.6586
89,2722.73,1937.0,40.56,40.03,70.5354
90,2701.61,1937.0,39.47,40.07,71.7212
91,2659.54,1937.0,37.30,39.68,75.5818
92,2687.44,1937.0,38.74,39.39,72.2566
93,2697.45,1937.0,39.26,39.07,70.6444
94,2692.66,1937.0,39.01,38.76,72.6040
95,2710.35,1937.0,39.93,38.85,71.9313
96,2700.98,1937.0,39.44,39.28,71.8707
97,2706.71,1937.0,39.74,39.47,71.1455
98,2731.87,1937.0,41.04,39.83,65.9293
99,2717.73,1937.0,40.31,40.09,71.7030
100,2679.16,1937.0,38.31,39.77,70.6505
101,2699.83,1937.0,39.38,39.76,72.8271
102,2690.06,1937.0,38.88,39.58,74.0364
