iteration,makespan,bks,optimality gap,rolling_avg,reward_mean
1,0.00,5181.0,N/A,N/A,nan
2,0.00,5181.0,N/A,N/A,nan
3,0.00,5181.0,N/A,N/A,nan
4,6295.62,5181.0,21.51,21.51,691.5884
5,6295.62,5181.0,21.51,21.51,691.5884
6,6295.62,5181.0,21.51,21.51,691.5884
7,6335.46,5181.0,22.28,21.71,679.2000
8,6335.46,5181.0,22.28,21.82,679.2000
9,6335.46,5181.0,22.28,21.98,679.2000
10,6367.21,5181.0,22.90,22.25,674.8788
11,6367.21,5181.0,22.90,22.53,674.8788
12,6367.21,5181.0,22.90,22.65,674.8788
13,6402.09,5181.0,23.57,22.91,680.7939
14,6402.09,5181.0,23.57,23.16,680.7939
15,6402.09,5181.0,23.57,23.30,680.7939
16,6329.08,5181.0,22.16,23.15,700.3192
17,6329.08,5181.0,22.16,23.00,700.3192
18,6329.08,5181.0,22.16,22.72,700.3192
19,6240.53,5181.0,20.45,22.10,702.9960
20,6240.53,5181.0,20.45,21.48,702.9960
21,6240.53,5181.0,20.45,21.13,702.9960
22,6244.31,5181.0,20.52,20.81,707.9071
23,6244.31,5181.0,20.52,20.48,707.9071
24,6244.31,5181.0,20.52,20.49,707.9071
25,6244.49,5181.0,20.53,20.51,708.8061
26,6244.49,5181.0,20.53,20.52,708.8061
27,6244.49,5181.0,20.53,20.53,708.8061
28,6250.69,5181.0,20.65,20.55,709.3333
29,6250.69,5181.0,20.65,20.57,709.3333
30,6250.69,5181.0,20.65,20.60,709.3333
31,6223.27,5181.0,20.12,20.52,718.3818
32,6223.27,5181.0,20.12,20.43,718.3818
33,6223.27,5181.0,20.12,20.33,718.3818
34,6162.72,5181.0,18.95,19.99,723.8990
35,6162.72,5181.0,18.95,19.65,723.8990
36,6162.63,5181.0,18.95,19.42,723.7333
37,6137.27,5181.0,18.46,19.08,726.2162
38,6137.27,5181.0,18.46,18.75,726.2162
39,6121.15,5181.0,18.15,18.59,730.0586
40,6122.54,5181.0,18.17,18.44,731.3818
41,6122.54,5181.0,18.17,18.28,731.3818
42,6092.81,5181.0,17.60,18.11,737.0465
43,6093.34,5181.0,17.61,17.94,737.0384
44,6093.34,5181.0,17.61,17.83,737.0384
45,6106.51,5181.0,17.86,17.77,733.5697
46,6106.51,5181.0,17.86,17.71,733.5697
47,6106.51,5181.0,17.86,17.76,733.5697
48,6088.35,5181.0,17.51,17.74,740.1455
49,6088.35,5181.0,17.51,17.72,740.1455
50,6088.35,5181.0,17.51,17.65,740.1455
51,6056.17,5181.0,16.89,17.46,741.1253
52,6056.17,5181.0,16.89,17.26,741.1253
