iteration,makespan,bks,optimality gap,rolling_avg,reward_mean
1,2991.61,1937.0,54.45,54.45,6.7630
2,3040.88,1937.0,56.99,55.72,2.8848
3,3018.11,1937.0,55.81,55.75,13.7717
4,2995.64,1937.0,54.65,55.48,23.5717
5,2929.84,1937.0,51.26,54.63,23.6000
6,2932.87,1937.0,51.41,54.03,24.5313
7,2923.12,1937.0,50.91,52.81,24.0949
8,2947.10,1937.0,52.15,52.08,24.0687
9,2934.20,1937.0,51.48,51.44,21.8808
10,2982.76,1937.0,53.99,51.99,23.6545
11,2945.52,1937.0,52.07,52.12,23.7717
12,2912.03,1937.0,50.34,52.00,23.6990
13,2950.63,1937.0,52.33,52.04,24.2768
14,2914.31,1937.0,50.45,51.84,34.1111
15,2873.63,1937.0,48.35,50.71,38.9778
16,2892.96,1937.0,49.35,50.17,37.7374
17,2892.77,1937.0,49.34,49.97,42.6364
18,2798.95,1937.0,44.50,48.40,43.9960
19,2804.07,1937.0,44.76,47.26,47.0424
20,2818.34,1937.0,45.50,46.69,49.8808
21,2817.79,1937.0,45.47,45.92,54.0727
22,2793.72,1937.0,44.23,44.89,56.2081
23,2788.36,1937.0,43.95,44.78,53.3980
24,2782.57,1937.0,43.65,44.56,56.2384
25,2767.08,1937.0,42.85,44.03,55.9907
26,2789.37,1937.0,44.00,43.74,58.8162
27,2780.53,1937.0,43.55,43.60,55.9152
28,2791.36,1937.0,44.11,43.63,53.7455
29,2809.60,1937.0,45.05,43.91,55.6081
30,2803.65,1937.0,44.74,44.29,59.3455
31,2786.95,1937.0,43.88,44.27,60.5939
32,2806.30,1937.0,44.88,44.53,58.0182
33,2783.03,1937.0,43.68,44.45,59.4667
34,2740.26,1937.0,41.47,43.73,62.7455
35,2737.25,1937.0,41.31,43.04,64.4545
36,2761.58,1937.0,42.57,42.78,62.7576
37,2768.31,1937.0,42.92,42.39,60.4586
38,2751.15,1937.0,42.03,42.06,62.9475
39,2775.83,1937.0,43.31,42.43,61.4687
40,2731.77,1937.0,41.03,42.37,67.0222
41,2733.59,1937.0,41.13,42.08,63.5481
42,2719.64,1937.0,40.40,41.58,69.4707
43,2717.17,1937.0,40.28,41.23,65.5111
44,2736.36,1937.0,41.27,40.82,65.2444
45,2694.44,1937.0,39.10,40.44,71.5556
46,2706.34,1937.0,39.72,40.15,71.0444
47,2716.46,1937.0,40.24,40.12,70.4141
48,2686.38,1937.0,38.69,39.80,71.2101
49,2685.32,1937.0,38.63,39.28,74.5838
50,2690.66,1937.0,38.91,39.24,71.3172
51,2680.06,1937.0,38.36,38.97,74.4929
52,2692.24,1937.0,38.99,38.72,76.4566
53,2665.88,1937.0,37.63,38.50,80.0646
54,2637.58,1937.0,36.17,38.01,83.6887
55,2700.59,1937.0,39.42,38.11,77.5030
56,2679.00,1937.0,38.31,38.10,79.0889
57,2693.71,1937.0,39.07,38.12,76.8929
58,2668.60,1937.0,37.77,38.15,87.3333
59,2628.05,1937.0,35.68,38.05,89.7818
60,2622.92,1937.0,35.41,37.25,85.2687
61,2645.51,1937.0,36.58,36.90,83.7737
