iteration,makespan,bks,optimality gap,rolling_avg,reward_mean
1,2991.92,1937.0,54.46,54.46,2.7449
2,3014.60,1937.0,55.63,55.05,10.1758
3,3010.79,1937.0,55.44,55.18,16.9434
4,2964.95,1937.0,53.07,54.65,15.5273
5,3012.52,1937.0,55.53,54.82,8.4040
6,3007.34,1937.0,55.26,54.98,8.2848
7,2977.09,1937.0,53.70,54.60,10.9111
8,3004.20,1937.0,55.10,54.53,13.3111
9,2984.75,1937.0,54.09,54.73,16.2162
10,2968.61,1937.0,53.26,54.28,16.2586
11,2951.28,1937.0,52.36,53.70,15.6061
12,2938.43,1937.0,51.70,53.30,20.8626
