iteration,makespan,bks,optimality gap,rolling_avg,reward_mean
1,0.00,2869.0,N/A,N/A,nan
2,4233.98,2869.0,47.58,47.58,188.9545
3,4233.98,2869.0,47.58,47.58,188.9545
4,4249.12,2869.0,48.10,47.75,184.7838
5,4196.59,2869.0,46.27,47.38,196.8040
6,4196.59,2869.0,46.27,47.16,196.8040
7,4131.34,2869.0,44.00,46.45,202.4626
8,4133.91,2869.0,44.09,45.75,201.9939
9,4151.98,2869.0,44.72,45.07,200.2667
10,4126.11,2869.0,43.82,44.58,217.7859
11,4126.11,2869.0,43.82,44.09,217.7859
12,4112.18,2869.0,43.33,43.95,209.7394
13,4099.67,2869.0,42.90,43.72,213.6646
14,4099.67,2869.0,42.90,43.35,213.6646
15,4082.36,2869.0,42.29,43.05,213.0263
16,4084.52,2869.0,42.37,42.76,219.8081
17,4092.14,2869.0,42.63,42.62,222.2545
18,4044.77,2869.0,40.98,42.23,231.4101
19,4047.16,2869.0,41.07,41.87,231.1374
20,4017.19,2869.0,40.02,41.41,229.9980
21,4001.75,2869.0,39.48,40.84,240.8384
22,4001.75,2869.0,39.48,40.21,240.8384
23,3991.93,2869.0,39.14,39.84,233.7939
24,3991.02,2869.0,39.11,39.45,242.1354
25,3991.02,2869.0,39.11,39.26,242.1354
26,3939.58,2869.0,37.32,38.83,244.0323
27,3927.40,2869.0,36.89,38.31,244.4848
28,3927.40,2869.0,36.89,37.86,244.4848
29,3954.62,2869.0,37.84,37.61,245.2929
30,3951.97,2869.0,37.75,37.34,253.9051
31,3949.79,2869.0,37.67,37.41,253.8566
32,3916.14,2869.0,36.50,37.33,254.9515
33,3890.70,2869.0,35.61,37.07,260.5576
34,3881.93,2869.0,35.31,36.57,260.6768
35,3843.74,2869.0,33.97,35.81,263.3515
36,3805.27,2869.0,32.63,34.81,266.2141
37,3806.26,2869.0,32.67,34.04,265.7051
38,3835.58,2869.0,33.69,33.65,269.9535
39,3812.58,2869.0,32.89,33.17,263.5232
40,3805.05,2869.0,32.63,32.90,261.1919
41,3825.70,2869.0,33.35,33.04,261.8364
42,3863.02,2869.0,34.65,33.44,265.5657
43,3861.49,2869.0,34.59,33.62,268.8141
44,3820.54,2869.0,33.17,33.68,274.3596
45,3835.25,2869.0,33.68,33.89,272.2101
46,3845.06,2869.0,34.02,34.02,269.9030
47,3852.53,2869.0,34.28,33.95,269.9535
48,3797.35,2869.0,32.36,33.50,271.9273
49,3790.37,2869.0,32.11,33.29,273.9394
50,3811.73,2869.0,32.86,33.13,273.3596
51,3802.93,2869.0,32.55,32.83,276.2545
52,3801.02,2869.0,32.49,32.47,275.0788
53,3801.34,2869.0,32.50,32.50,275.3939
54,3810.98,2869.0,32.83,32.65,279.5414
55,3817.64,2869.0,33.07,32.69,278.6828
56,3789.42,2869.0,32.08,32.59,278.4626
57,3772.35,2869.0,31.49,32.39,283.8444
58,3768.92,2869.0,31.37,32.17,284.7010
59,3737.82,2869.0,30.28,31.66,285.7980
60,3718.04,2869.0,29.59,30.96,287.4909
61,3718.06,2869.0,29.59,30.46,286.9111
62,3732.31,2869.0,30.09,30.19,284.6869
63,3760.66,2869.0,31.08,30.13,281.9111
64,3759.49,2869.0,31.04,30.28,281.9636
65,3748.84,2869.0,30.67,30.49,284.1919
66,3762.91,2869.0,31.16,30.81,276.6040
67,3765.48,2869.0,31.25,31.04,276.4283
68,3750.85,2869.0,30.74,30.97,282.3152
69,3737.07,2869.0,30.26,30.81,283.3131
70,3732.65,2869.0,30.10,30.70,283.1333
71,3763.66,2869.0,31.18,30.71,281.9677
72,3753.67,2869.0,30.84,30.62,282.2505
73,3756.19,2869.0,30.92,30.66,281.9596
74,3763.94,2869.0,31.19,30.85,284.9859
75,3742.25,2869.0,30.44,30.91,283.5475
76,3741.52,2869.0,30.41,30.76,282.8384
77,3763.44,2869.0,31.18,30.83,285.0586
78,3735.25,2869.0,30.19,30.68,289.5030
79,3745.87,2869.0,30.56,30.56,286.8667
80,3725.09,2869.0,29.84,30.44,286.2909
81,3747.56,2869.0,30.62,30.48,282.5919
82,3752.83,2869.0,30.81,30.41,282.6465
83,3757.71,2869.0,30.98,30.56,287.1717
84,3756.82,2869.0,30.95,30.64,289.9030
85,3757.16,2869.0,30.96,30.86,290.7172
86,3718.45,2869.0,29.61,30.66,296.0828
87,3690.12,2869.0,28.62,30.22,294.2626
88,3665.79,2869.0,27.77,29.58,294.6465
89,3682.61,2869.0,28.36,29.06,295.4303
90,3686.08,2869.0,28.48,28.57,299.8404
91,3678.24,2869.0,28.21,28.29,303.0404
92,3671.64,2869.0,27.98,28.16,302.3374
93,3643.48,2869.0,26.99,28.00,304.4727
94,3662.42,2869.0,27.65,27.86,301.6869
95,3668.07,2869.0,27.85,27.74,298.6687
96,3680.57,2869.0,28.29,27.75,299.1859
97,3666.95,2869.0,27.81,27.72,299.4970
98,3661.78,2869.0,27.63,27.85,299.4606
99,3653.79,2869.0,27.35,27.79,299.6970
100,3658.61,2869.0,27.52,27.72,306.6626
101,3662.53,2869.0,27.66,27.60,307.5859
102,3647.52,2869.0,27.14,27.46,304.1071
103,3661.38,2869.0,27.62,27.46,306.1919
104,3671.61,2869.0,27.98,27.58,305.8444
105,3683.91,2869.0,28.40,27.76,302.9414
106,3651.91,2869.0,27.29,27.68,305.6566
107,3634.08,2869.0,26.67,27.59,306.5374
108,3629.05,2869.0,26.49,27.37,307.3232
109,3656.66,2869.0,27.45,27.26,308.2121
110,3659.28,2869.0,27.55,27.09,307.7859
111,3663.79,2869.0,27.70,27.17,305.9758
112,3650.40,2869.0,27.24,27.29,309.1475
113,3627.72,2869.0,26.45,27.28,309.3192
114,3624.57,2869.0,26.34,27.05,308.7333
115,3643.51,2869.0,27.00,26.94,309.3313
116,3620.49,2869.0,26.19,26.64,307.7576
117,3613.96,2869.0,25.97,26.39,308.5131
118,3627.30,2869.0,26.43,26.38,307.9354
119,3625.22,2869.0,26.36,26.39,304.9071
120,3625.58,2869.0,26.37,26.26,305.0182
121,3656.30,2869.0,27.44,26.51,307.5838
122,3667.34,2869.0,27.83,26.89,305.2646
123,3676.78,2869.0,28.16,27.23,305.3434
124,3674.88,2869.0,28.09,27.58,302.9394
125,3674.69,2869.0,28.08,27.92,301.8768
126,3683.33,2869.0,28.38,28.11,304.8222
127,3669.03,2869.0,27.89,28.12,305.3495
128,3651.44,2869.0,27.27,27.94,304.0949
129,3620.70,2869.0,26.20,27.56,305.4263
130,3620.87,2869.0,26.21,27.19,303.7838
131,3628.32,2869.0,26.47,26.81,307.8747
132,3664.89,2869.0,27.74,26.78,307.0646
133,3659.01,2869.0,27.54,26.83,307.8788
134,3657.92,2869.0,27.50,27.09,306.7778
135,3644.65,2869.0,27.04,27.26,304.9475
136,3638.96,2869.0,26.84,27.33,304.9111
137,3655.51,2869.0,27.41,27.26,305.1010
138,3615.78,2869.0,26.03,26.96,312.7879
139,3602.30,2869.0,25.56,26.58,310.4566
140,3608.56,2869.0,25.78,26.32,309.4626
141,3635.85,2869.0,26.73,26.30,313.5919
142,3622.18,2869.0,26.25,26.07,314.5980
143,3590.48,2869.0,25.15,25.89,312.0424
144,3587.01,2869.0,25.03,25.79,311.6081
145,3605.84,2869.0,25.68,25.77,308.4444
146,3605.81,2869.0,25.68,25.56,308.0101
147,3614.14,2869.0,25.97,25.50,311.6303
148,3571.91,2869.0,24.50,25.37,316.6545
149,3569.46,2869.0,24.41,25.25,316.0162
150,3603.69,2869.0,25.61,25.24,313.7394
151,3585.55,2869.0,24.98,25.09,314.5939
152,3592.77,2869.0,25.23,24.95,314.2545
153,3613.27,2869.0,25.94,25.23,310.6202
154,3619.90,2869.0,26.17,25.59,316.1333
155,3624.61,2869.0,26.34,25.73,315.8990
156,3634.11,2869.0,26.67,26.07,314.4020
157,3611.68,2869.0,25.89,26.20,309.1899
158,3625.19,2869.0,26.36,26.28,310.2929
159,3651.39,2869.0,27.27,26.50,313.2707
160,3648.26,2869.0,27.16,26.67,312.0828
161,3631.08,2869.0,26.56,26.65,313.3737
162,3628.87,2869.0,26.49,26.77,314.3414
163,3613.33,2869.0,25.94,26.68,313.7980
164,3607.45,2869.0,25.74,26.38,314.7980
165,3605.58,2869.0,25.67,26.08,314.8949
166,3590.03,2869.0,25.13,25.79,316.3010
167,3604.05,2869.0,25.62,25.62,312.7758
168,3611.32,2869.0,25.87,25.61,313.7939
169,3597.14,2869.0,25.38,25.54,314.9374
170,3597.36,2869.0,25.39,25.48,316.2929
171,3606.82,2869.0,25.72,25.60,314.9091
172,3610.90,2869.0,25.86,25.64,313.3354
173,3593.33,2869.0,25.25,25.52,320.9071
174,3567.33,2869.0,24.34,25.31,321.3616
175,3562.70,2869.0,24.18,25.07,322.0828
176,3551.50,2869.0,23.79,24.68,322.3737
177,3554.17,2869.0,23.88,24.29,322.4465
178,3550.42,2869.0,23.75,23.99,321.0626
179,3571.44,2869.0,24.48,24.02,316.8323
180,3545.57,2869.0,23.58,23.90,320.6040
181,3548.77,2869.0,23.69,23.88,321.0485
182,3563.47,2869.0,24.21,23.94,321.1556
183,3587.99,2869.0,25.06,24.21,318.8323
184,3596.32,2869.0,25.35,24.38,318.0283
185,3598.33,2869.0,25.42,24.75,319.8485
186,3586.49,2869.0,25.01,25.01,320.0000
187,3560.80,2869.0,24.11,24.99,321.2646
188,3569.53,2869.0,24.42,24.86,320.8242
189,3559.93,2869.0,24.08,24.61,320.7374
190,3569.14,2869.0,24.40,24.40,321.7455
191,3561.97,2869.0,24.15,24.23,322.5051
192,3562.86,2869.0,24.18,24.25,322.5131
193,3570.81,2869.0,24.46,24.26,322.5172
194,3564.83,2869.0,24.25,24.29,321.8768
195,3569.56,2869.0,24.42,24.29,323.4303
196,3535.60,2869.0,23.23,24.11,325.1152
197,3542.25,2869.0,23.47,23.97,325.0727
198,3552.05,2869.0,23.81,23.84,323.7960
199,3564.42,2869.0,24.24,23.83,323.1313
200,3555.51,2869.0,23.93,23.74,323.9919
201,3543.29,2869.0,23.50,23.79,324.3030
202,3544.67,2869.0,23.55,23.81,321.1394
203,3560.12,2869.0,24.09,23.86,324.2687
204,3574.49,2869.0,24.59,23.93,324.2687
205,3571.99,2869.0,24.50,24.05,322.1556
206,3560.45,2869.0,24.10,24.17,322.9091
207,3550.34,2869.0,23.75,24.21,323.4606
208,3541.19,2869.0,23.43,24.07,318.5091
209,3563.68,2869.0,24.21,24.00,318.4848
210,3562.94,2869.0,24.19,23.94,318.4747
211,3593.23,2869.0,25.24,24.16,317.4162
212,3593.20,2869.0,25.24,24.46,319.7475
213,3578.13,2869.0,24.72,24.72,320.0707
214,3590.43,2869.0,25.15,24.91,319.2202
215,3562.32,2869.0,24.17,24.90,321.8667
216,3548.98,2869.0,23.70,24.59,322.0404
217,3557.12,2869.0,23.98,24.34,323.9697
218,3548.17,2869.0,23.67,24.13,322.2869
219,3550.56,2869.0,23.76,23.86,324.4121
220,3539.82,2869.0,23.38,23.70,324.9879
221,3564.03,2869.0,24.23,23.80,319.0586
222,3579.02,2869.0,24.75,23.96,317.3152
223,3583.16,2869.0,24.89,24.20,317.7374
224,3584.42,2869.0,24.94,24.44,315.6424
225,3566.82,2869.0,24.32,24.62,321.5374
226,3575.05,2869.0,24.61,24.70,321.0444
227,3595.99,2869.0,25.34,24.82,319.8566
228,3566.67,2869.0,24.32,24.71,321.5152
229,3558.86,2869.0,24.05,24.53,323.6141
230,3542.01,2869.0,23.46,24.35,324.9879
231,3536.23,2869.0,23.26,24.08,326.8727
232,3534.25,2869.0,23.19,23.65,326.0768
233,3529.89,2869.0,23.04,23.40,325.1010
234,3565.82,2869.0,24.29,23.45,323.8707
235,3575.89,2869.0,24.64,23.68,324.8606
236,3574.81,2869.0,24.60,23.95,323.1374
237,3580.45,2869.0,24.80,24.27,323.5455
238,3572.84,2869.0,24.53,24.57,321.0768
239,3577.39,2869.0,24.69,24.65,318.1232
240,3585.73,2869.0,24.98,24.72,319.3071
241,3567.26,2869.0,24.34,24.67,322.6283
242,3563.41,2869.0,24.20,24.55,320.9313
243,3559.32,2869.0,24.06,24.46,324.3677
244,3568.10,2869.0,24.37,24.39,324.5172
245,3572.57,2869.0,24.52,24.30,323.9818
246,3539.14,2869.0,23.36,24.10,324.8949
247,3541.05,2869.0,23.42,23.95,324.2970
248,3539.62,2869.0,23.37,23.81,324.2303
249,3526.83,2869.0,22.93,23.52,324.4061
250,3536.30,2869.0,23.26,23.27,328.0323
251,3534.77,2869.0,23.21,23.24,328.0970
252,3544.26,2869.0,23.54,23.26,327.0727
253,3544.83,2869.0,23.56,23.30,326.0869
254,3539.81,2869.0,23.38,23.39,325.9939
255,3541.73,2869.0,23.45,23.43,326.4283
256,3517.39,2869.0,22.60,23.30,329.1939
257,3500.63,2869.0,22.02,23.00,327.2727
258,3509.02,2869.0,22.31,22.75,326.5374
259,3553.35,2869.0,23.85,22.85,325.4343
260,3557.06,2869.0,23.98,22.95,323.7010
261,3565.01,2869.0,24.26,23.28,326.2707
262,3526.06,2869.0,22.90,23.46,332.1556
263,3491.58,2869.0,21.70,23.34,333.4727
264,3518.55,2869.0,22.64,23.10,329.4222
265,3540.03,2869.0,23.39,22.98,328.4222
266,3563.96,2869.0,24.22,22.97,329.9737
267,3508.72,2869.0,22.30,22.85,333.2646
268,3510.36,2869.0,22.35,22.98,334.5596
269,3506.45,2869.0,22.22,22.90,330.6525
270,3531.25,2869.0,23.08,22.84,328.3030
271,3523.76,2869.0,22.82,22.56,331.1737
272,3496.70,2869.0,21.88,22.47,335.1717
273,3495.08,2869.0,21.82,22.36,331.7051
274,3500.05,2869.0,22.00,22.32,332.2242
275,3508.50,2869.0,22.29,22.16,330.2949
276,3539.10,2869.0,23.36,22.27,331.4444
277,3526.67,2869.0,22.92,22.48,331.0424
278,3509.55,2869.0,22.33,22.58,330.0848
279,3488.92,2869.0,21.61,22.50,333.4182
280,3497.14,2869.0,21.89,22.42,333.8869
281,3502.02,2869.0,22.06,22.16,333.7172
282,3481.00,2869.0,21.33,21.84,335.4687
283,3478.41,2869.0,21.24,21.63,333.2909
284,3490.89,2869.0,21.68,21.64,331.3172
285,3537.48,2869.0,23.30,21.92,331.8505
286,3511.54,2869.0,22.40,21.99,335.4889
287,3482.73,2869.0,21.39,22.00,332.6202
288,3485.60,2869.0,21.49,22.05,336.6343
289,3503.44,2869.0,22.11,22.14,339.6162
290,3492.79,2869.0,21.74,21.83,334.4747
291,3496.56,2869.0,21.87,21.72,334.3232
292,3500.47,2869.0,22.01,21.85,336.0081
293,3513.78,2869.0,22.47,22.04,337.1010
294,3506.97,2869.0,22.24,22.07,337.2343
295,3495.64,2869.0,21.84,22.09,336.7697
296,3477.33,2869.0,21.20,21.95,339.6525
297,3465.48,2869.0,20.79,21.71,339.5172
298,3477.27,2869.0,21.20,21.45,340.7657
299,3454.13,2869.0,20.39,21.09,341.7232
300,3449.70,2869.0,20.24,20.77,339.1535
301,3450.14,2869.0,20.26,20.58,338.5010
302,3470.14,2869.0,20.95,20.61,340.3838
303,3496.13,2869.0,21.86,20.74,337.9798
304,3501.88,2869.0,22.06,21.07,335.6162
305,3501.75,2869.0,22.05,21.44,335.9758
306,3470.55,2869.0,20.97,21.58,338.0949
307,3466.56,2869.0,20.83,21.55,339.0949
308,3483.05,2869.0,21.40,21.46,336.7232
309,3488.22,2869.0,21.58,21.37,341.0646
310,3484.77,2869.0,21.46,21.25,341.6990
311,3503.78,2869.0,22.13,21.48,340.4101
