iteration,makespan,bks,optimality gap
1,0.00,Dynamic,0.00
2,4258.14,Dynamic,0.00
3,4258.14,Dynamic,0.00
4,4281.18,Dynamic,0.00
5,4259.17,Dynamic,0.00
6,4259.17,Dynamic,0.00
7,4314.05,Dynamic,0.00
8,4314.05,Dynamic,0.00
9,4248.97,Dynamic,0.00
10,4220.40,Dynamic,0.00
11,4220.40,Dynamic,0.00
12,4208.52,Dynamic,0.00
13,4223.67,Dynamic,0.00
14,4207.94,Dynamic,0.00
15,4201.94,Dynamic,0.00
16,4201.94,Dynamic,0.00
17,4182.80,Dynamic,0.00
18,4111.62,Dynamic,0.00
19,4116.52,Dynamic,0.00
20,4143.08,Dynamic,0.00
21,4144.53,Dynamic,0.00
22,4109.81,Dynamic,0.00
23,4126.10,Dynamic,0.00
24,4126.10,Dynamic,0.00
25,4103.65,Dynamic,0.00
26,4116.02,Dynamic,0.00
27,4107.24,Dynamic,0.00
28,4113.32,Dynamic,0.00
29,4120.56,Dynamic,0.00
30,4109.20,Dynamic,0.00
31,4102.19,Dynamic,0.00
32,4102.19,Dynamic,0.00
33,4087.34,Dynamic,0.00
34,4063.02,Dynamic,0.00
35,4062.22,Dynamic,0.00
36,4038.90,Dynamic,0.00
37,4031.95,Dynamic,0.00
38,4031.89,Dynamic,0.00
39,4011.01,Dynamic,0.00
40,4007.98,Dynamic,0.00
41,4025.40,Dynamic,0.00
42,4005.35,Dynamic,0.00
43,4007.52,Dynamic,0.00
44,4023.44,Dynamic,0.00
45,4030.14,Dynamic,0.00
46,4032.21,Dynamic,0.00
47,4000.88,Dynamic,0.00
48,3987.44,Dynamic,0.00
49,3993.71,Dynamic,0.00
50,3961.42,Dynamic,0.00
51,3963.24,Dynamic,0.00
52,3989.60,Dynamic,0.00
53,4013.21,Dynamic,0.00
54,4006.40,Dynamic,0.00
55,3964.72,Dynamic,0.00
56,3967.88,Dynamic,0.00
57,3976.02,Dynamic,0.00
58,3987.28,Dynamic,0.00
59,4000.81,Dynamic,0.00
60,4007.64,Dynamic,0.00
61,3958.16,Dynamic,0.00
62,3959.07,Dynamic,0.00
63,3936.94,Dynamic,0.00
64,3969.30,Dynamic,0.00
65,3977.55,Dynamic,0.00
66,3989.32,Dynamic,0.00
67,3963.01,Dynamic,0.00
68,3955.74,Dynamic,0.00
69,3957.30,Dynamic,0.00
70,3954.38,Dynamic,0.00
71,3943.73,Dynamic,0.00
72,3907.41,Dynamic,0.00
73,3926.36,Dynamic,0.00
74,3931.47,Dynamic,0.00
75,3927.14,Dynamic,0.00
76,3926.00,Dynamic,0.00
77,3930.71,Dynamic,0.00
78,3929.47,Dynamic,0.00
79,3934.92,Dynamic,0.00
80,3929.29,Dynamic,0.00
81,3897.12,Dynamic,0.00
82,3891.98,Dynamic,0.00
83,3870.87,Dynamic,0.00
84,3888.74,Dynamic,0.00
85,3874.47,Dynamic,0.00
86,3899.83,Dynamic,0.00
87,3922.71,Dynamic,0.00
88,3917.66,Dynamic,0.00
89,3894.18,Dynamic,0.00
90,3903.13,Dynamic,0.00
91,3897.64,Dynamic,0.00
92,3877.88,Dynamic,0.00
93,3897.77,Dynamic,0.00
94,3909.60,Dynamic,0.00
95,3882.14,Dynamic,0.00
96,3868.07,Dynamic,0.00
97,3871.12,Dynamic,0.00
98,3908.01,Dynamic,0.00
99,3900.43,Dynamic,0.00
100,3926.21,Dynamic,0.00
101,3885.82,Dynamic,0.00
102,3879.84,Dynamic,0.00
103,3873.81,Dynamic,0.00
104,3892.95,Dynamic,0.00
105,3896.12,Dynamic,0.00
106,3906.84,Dynamic,0.00
107,3914.78,Dynamic,0.00
108,3913.18,Dynamic,0.00
109,3905.64,Dynamic,0.00
110,3893.13,Dynamic,0.00
111,3874.61,Dynamic,0.00
112,3879.06,Dynamic,0.00
113,3879.32,Dynamic,0.00
114,3901.61,Dynamic,0.00
115,3933.58,Dynamic,0.00
116,3923.00,Dynamic,0.00
117,3942.59,Dynamic,0.00
118,3913.16,Dynamic,0.00
119,3915.09,Dynamic,0.00
120,3913.85,Dynamic,0.00
121,3934.85,Dynamic,0.00
122,3919.69,Dynamic,0.00
123,3906.16,Dynamic,0.00
124,3883.48,Dynamic,0.00
125,3877.39,Dynamic,0.00
126,3868.75,Dynamic,0.00
127,3849.62,Dynamic,0.00
128,3858.81,Dynamic,0.00
129,3870.05,Dynamic,0.00
130,3910.18,Dynamic,0.00
131,3890.31,Dynamic,0.00
132,3888.36,Dynamic,0.00
133,3872.07,Dynamic,0.00
134,3882.18,Dynamic,0.00
135,3921.94,Dynamic,0.00
136,3904.99,Dynamic,0.00
137,3889.79,Dynamic,0.00
138,3840.90,Dynamic,0.00
139,3844.37,Dynamic,0.00
140,3842.60,Dynamic,0.00
141,3855.13,Dynamic,0.00
142,3868.16,Dynamic,0.00
143,3861.57,Dynamic,0.00
144,3860.67,Dynamic,0.00
145,3846.53,Dynamic,0.00
146,3848.59,Dynamic,0.00
147,3863.60,Dynamic,0.00
148,3867.98,Dynamic,0.00
149,3870.71,Dynamic,0.00
150,3886.62,Dynamic,0.00
151,3878.27,Dynamic,0.00
152,3868.47,Dynamic,0.00
153,3853.82,Dynamic,0.00
154,3840.47,Dynamic,0.00
155,3834.55,Dynamic,0.00
156,3864.61,Dynamic,0.00
157,3870.93,Dynamic,0.00
158,3870.35,Dynamic,0.00
159,3849.51,Dynamic,0.00
