iteration,makespan,bks,optimality gap,rolling_avg,reward_mean
1,0.00,5181.0,N/A,N/A,nan
2,0.00,5181.0,N/A,N/A,nan
3,0.00,5181.0,N/A,N/A,nan
4,6635.53,5181.0,28.07,28.07,614.4419
5,6635.53,5181.0,28.07,28.07,614.4419
6,6635.53,5181.0,28.07,28.07,614.4419
7,6651.73,5181.0,28.39,28.15,635.2424
8,6651.73,5181.0,28.39,28.20,635.2424
9,6651.73,5181.0,28.39,28.26,635.2424
10,6648.07,5181.0,28.32,28.31,627.7152
11,6648.07,5181.0,28.32,28.36,627.7152
12,6648.07,5181.0,28.32,28.34,627.7152
13,6632.23,5181.0,28.01,28.27,632.3596
14,6632.23,5181.0,28.01,28.19,632.3596
15,6632.23,5181.0,28.01,28.13,632.3596
16,6624.34,5181.0,27.86,28.04,642.2061
17,6624.34,5181.0,27.86,27.95,642.2061
18,6624.34,5181.0,27.86,27.92,642.2061
19,6537.57,5181.0,26.18,27.55,654.1273
20,6537.57,5181.0,26.18,27.19,654.1273
21,6537.57,5181.0,26.18,26.85,654.1273
22,6421.99,5181.0,23.95,26.07,672.4626
23,6421.99,5181.0,23.95,25.29,672.4626
24,6421.99,5181.0,23.95,24.85,672.4626
25,6424.10,5181.0,23.99,24.41,667.5919
26,6424.10,5181.0,23.99,23.97,667.5919
27,6424.10,5181.0,23.99,23.98,667.5919
28,6407.96,5181.0,23.68,23.92,672.6323
29,6407.96,5181.0,23.68,23.87,672.6323
30,6407.96,5181.0,23.68,23.81,672.6323
31,6320.90,5181.0,22.00,23.41,680.1273
32,6320.90,5181.0,22.00,23.01,680.1273
33,6320.90,5181.0,22.00,22.67,680.1273
34,6375.91,5181.0,23.06,22.55,675.2101
35,6375.91,5181.0,23.06,22.43,675.2101
36,6375.91,5181.0,23.06,22.64,675.2101
37,6378.20,5181.0,23.11,22.86,685.5394
38,6378.20,5181.0,23.11,23.08,685.5394
39,6378.20,5181.0,23.11,23.09,685.5394
40,6355.42,5181.0,22.67,23.01,685.8323
41,6355.42,5181.0,22.67,22.93,685.8323
42,6355.42,5181.0,22.67,22.84,685.8323
43,6303.27,5181.0,21.66,22.55,692.3838
44,6303.27,5181.0,21.66,22.27,692.3838
45,6303.27,5181.0,21.66,22.06,692.3838
46,6334.08,5181.0,22.26,21.98,689.8990
47,6334.08,5181.0,22.26,21.90,689.8990
48,6334.08,5181.0,22.26,22.02,689.8990
49,6330.39,5181.0,22.18,22.12,688.3374
50,6330.39,5181.0,22.18,22.23,688.3374
51,6330.39,5181.0,22.18,22.21,688.3374
52,6315.69,5181.0,21.90,22.14,693.6465
