iteration,makespan,bks,optimality gap,rolling_avg,reward_mean
1,2969.02,1937.0,53.28,53.28,5.2929
2,2990.51,1937.0,54.39,53.83,6.6990
3,3040.67,1937.0,56.98,54.88,4.9838
4,3030.16,1937.0,56.44,55.27,13.2667
5,3020.00,1937.0,55.91,55.40,15.7434
6,2963.43,1937.0,52.99,55.34,16.8566
7,2987.22,1937.0,54.22,55.31,20.4949
8,2985.58,1937.0,54.13,54.74,20.2202
9,2935.26,1937.0,51.54,53.76,26.6020
10,2896.56,1937.0,49.54,52.48,32.5414
11,2901.85,1937.0,49.81,51.85,33.0485
12,2870.37,1937.0,48.19,50.64,40.2828
13,2866.97,1937.0,48.01,49.42,40.4202
14,2853.99,1937.0,47.34,48.58,48.7778
15,2827.75,1937.0,45.99,47.87,48.9354
16,2804.47,1937.0,44.78,46.86,49.5596
17,2786.61,1937.0,43.86,46.00,58.2364
18,2774.54,1937.0,43.24,45.04,56.4707
19,2765.19,1937.0,42.76,44.13,62.4778
20,2768.36,1937.0,42.92,43.51,63.8707
21,2731.05,1937.0,40.99,42.75,63.3939
22,2736.88,1937.0,41.29,42.24,65.0626
23,2692.26,1937.0,38.99,41.39,74.5556
24,2691.78,1937.0,38.97,40.63,74.0727
25,2717.01,1937.0,40.27,40.10,70.8343
26,2699.94,1937.0,39.39,39.78,71.8364
27,2688.73,1937.0,38.81,39.28,76.5051
28,2670.52,1937.0,37.87,39.06,77.4808
29,2672.26,1937.0,37.96,38.86,79.4162
30,2675.76,1937.0,38.14,38.43,80.6105
31,2624.06,1937.0,35.47,37.65,81.1749
32,2621.12,1937.0,35.32,36.95,79.1253
33,2631.81,1937.0,35.87,36.55,84.3455
34,2637.25,1937.0,36.15,36.19,84.6061
35,2628.04,1937.0,35.68,35.70,86.6626
36,2640.96,1937.0,36.34,35.87,87.8667
37,2650.66,1937.0,36.84,36.18,88.8687
38,2637.11,1937.0,36.14,36.23,87.8889
39,2625.13,1937.0,35.53,36.11,89.5232
40,2611.01,1937.0,34.80,35.93,87.6020
41,2609.77,1937.0,34.73,35.61,89.8929
42,2589.98,1937.0,33.71,34.98,92.2020
43,2616.31,1937.0,35.07,34.77,91.2646
44,2605.03,1937.0,34.49,34.56,92.6545
45,2590.77,1937.0,33.75,34.35,92.8404
46,2596.17,1937.0,34.03,34.21,93.3455
47,2597.10,1937.0,34.08,34.28,92.9495
48,2627.35,1937.0,35.64,34.40,91.9685
49,2606.04,1937.0,34.54,34.41,96.1434
50,2610.55,1937.0,34.77,34.61,92.9859
51,2602.83,1937.0,34.37,34.68,93.4081
52,2606.32,1937.0,34.55,34.78,98.4343
53,2581.40,1937.0,33.27,34.30,97.9253
54,2590.35,1937.0,33.73,34.14,93.3596
55,2580.72,1937.0,33.23,33.83,99.4549
56,2559.14,1937.0,32.12,33.38,99.8983
57,2544.23,1937.0,31.35,32.74,99.6727
58,2576.69,1937.0,33.02,32.69,97.2990
59,2597.92,1937.0,34.12,32.77,98.0626
60,2552.25,1937.0,31.76,32.48,100.3051
61,2569.88,1937.0,32.67,32.59,98.3980
62,2601.86,1937.0,34.32,33.18,96.7131
63,2580.52,1937.0,33.22,33.22,101.7911
64,2562.95,1937.0,32.32,32.86,101.5889
65,2578.49,1937.0,33.12,33.13,100.3152
66,2571.99,1937.0,32.78,33.15,100.3253
67,2574.52,1937.0,32.91,32.87,104.0141
