iteration,makespan,bks,optimality gap,rolling_avg,reward_mean
1,0.00,2756.0,N/A,N/A,nan
2,3608.16,2756.0,30.92,30.92,201.2740
3,3608.83,2756.0,30.94,30.93,202.8369
4,3606.98,2756.0,30.88,30.91,204.3990
5,3614.57,2756.0,31.15,30.97,201.1702
6,3640.87,2756.0,32.11,31.20,202.5020
7,3607.33,2756.0,30.89,31.19,202.5747
8,3580.05,2756.0,29.90,30.99,207.3641
9,3579.52,2756.0,29.88,30.79,207.6869
10,3554.93,2756.0,28.99,30.35,209.4687
11,3580.60,2756.0,29.92,29.92,209.9960
12,3587.96,2756.0,30.19,29.78,206.6626
13,3565.99,2756.0,29.39,29.67,209.5960
14,3553.93,2756.0,28.95,29.49,211.9232
15,3549.30,2756.0,28.78,29.45,213.4293
16,3547.48,2756.0,28.72,29.21,214.8490
17,3541.61,2756.0,28.51,28.87,213.2505
18,3557.49,2756.0,29.08,28.81,213.5929
19,3531.56,2756.0,28.14,28.65,214.2278
20,3550.63,2756.0,28.83,28.66,217.1747
21,3548.63,2756.0,28.76,28.66,219.0247
22,3536.36,2756.0,28.31,28.63,221.4308
23,3505.69,2756.0,27.20,28.25,222.0429
24,3501.82,2756.0,27.06,28.03,224.4732
25,3493.23,2756.0,26.75,27.62,225.9490
26,3464.42,2756.0,25.70,27.01,229.0914
27,3445.62,2756.0,25.02,26.35,228.1763
28,3461.14,2756.0,25.59,26.02,226.1960
29,3459.53,2756.0,25.53,25.72,229.9581
30,3421.28,2756.0,24.14,25.20,231.6778
31,3407.01,2756.0,23.62,24.78,233.5914
32,3392.20,2756.0,23.08,24.39,234.3854
33,3390.66,2756.0,23.03,23.88,235.7020
34,3395.20,2756.0,23.19,23.41,233.6657
35,3379.70,2756.0,22.63,23.11,232.8884
36,3380.93,2756.0,22.68,22.92,236.9641
37,3382.22,2756.0,22.72,22.85,239.8172
38,3376.91,2756.0,22.53,22.75,237.9035
39,3378.74,2756.0,22.60,22.63,239.0899
40,3375.56,2756.0,22.48,22.60,239.0687
41,3376.09,2756.0,22.50,22.57,239.1672
42,3379.18,2756.0,22.61,22.54,238.5247
43,3368.38,2756.0,22.22,22.48,235.6505
44,3377.02,2756.0,22.53,22.47,240.1808
45,3382.25,2756.0,22.72,22.52,241.2914
46,3396.62,2756.0,23.24,22.67,237.7414
47,3395.74,2756.0,23.21,22.79,238.9399
48,3373.72,2756.0,22.41,22.83,241.2308
49,3347.35,2756.0,21.46,22.61,241.1172
50,3366.48,2756.0,22.15,22.50,239.3505
51,3363.17,2756.0,22.03,22.25,240.9247
52,3379.23,2756.0,22.61,22.13,237.1747
53,3392.59,2756.0,23.10,22.27,237.0747
54,3367.94,2756.0,22.20,22.42,240.5596
55,3351.45,2756.0,21.61,22.31,240.2641
56,3357.70,2756.0,21.83,22.27,239.7141
