iteration,makespan,bks,optimality gap,rolling_avg,reward_mean
1,3073.07,1937.0,58.65,58.65,14.9369
2,2998.88,1937.0,54.82,56.74,20.4465
3,2935.29,1937.0,51.54,55.00,30.5091
4,2913.20,1937.0,50.40,53.85,28.9818
5,2895.32,1937.0,49.47,52.98,26.6303
6,2903.90,1937.0,49.92,51.23,35.6283
7,2862.95,1937.0,47.80,49.83,37.6747
8,2867.20,1937.0,48.02,49.12,38.2343
9,2856.60,1937.0,47.48,48.54,37.7636
10,2847.26,1937.0,46.99,48.04,39.8768
11,2852.04,1937.0,47.24,47.51,41.3051
12,2861.57,1937.0,47.73,47.49,44.7354
13,2858.52,1937.0,47.57,47.40,43.3636
14,2871.19,1937.0,48.23,47.55,40.1616
15,2859.26,1937.0,47.61,47.68,41.4949
16,2853.64,1937.0,47.32,47.69,42.0147
17,2837.62,1937.0,46.50,47.45,50.2683
18,2796.94,1937.0,44.40,46.81,50.4848
19,2796.35,1937.0,44.36,46.04,50.0000
20,2817.47,1937.0,45.46,45.61,48.8384
21,2797.82,1937.0,44.44,45.03,53.4141
22,2813.55,1937.0,45.25,44.78,51.5939
23,2834.92,1937.0,46.36,45.17,51.9657
24,2810.62,1937.0,45.10,45.32,56.5111
25,2780.40,1937.0,43.54,44.94,52.9778
26,2746.35,1937.0,41.78,44.41,58.1455
27,2713.14,1937.0,40.07,43.37,61.8283
28,2735.02,1937.0,41.20,42.34,64.5054
29,2744.86,1937.0,41.71,41.66,62.7658
30,2727.64,1937.0,40.82,41.12,60.0182
31,2762.18,1937.0,42.60,41.28,61.8525
32,2747.65,1937.0,41.85,41.64,66.5172
33,2744.27,1937.0,41.68,41.73,66.5657
34,2717.16,1937.0,40.28,41.44,66.4970
35,2736.44,1937.0,41.27,41.54,62.6364
36,2750.97,1937.0,42.02,41.42,63.6081
37,2724.75,1937.0,40.67,41.18,68.5374
38,2724.26,1937.0,40.64,40.98,71.1717
39,2724.48,1937.0,40.65,41.05,67.9644
40,2715.74,1937.0,40.20,40.84,73.7594
41,2710.22,1937.0,39.92,40.42,76.1273
42,2680.58,1937.0,38.39,39.96,68.3778
43,2713.72,1937.0,40.10,39.85,72.0707
44,2696.27,1937.0,39.20,39.56,78.1253
45,2740.79,1937.0,41.50,39.82,73.3253
46,2697.72,1937.0,39.27,39.69,71.6869
47,2689.04,1937.0,38.82,39.78,74.4667
48,2678.32,1937.0,38.27,39.41,79.0687
49,2664.78,1937.0,37.57,39.09,79.8869
50,2685.68,1937.0,38.65,38.52,75.8451
51,2691.76,1937.0,38.97,38.46,77.3596
52,2661.77,1937.0,37.42,38.18,77.9939
53,2644.02,1937.0,36.50,37.82,80.0727
54,2657.80,1937.0,37.21,37.75,80.3111
55,2672.44,1937.0,37.97,37.61,81.8424
56,2654.68,1937.0,37.05,37.23,80.7394
57,2640.20,1937.0,36.30,37.01,83.8828
58,2649.24,1937.0,36.77,37.06,81.5475
59,2638.32,1937.0,36.21,36.86,83.6444
60,2647.35,1937.0,36.67,36.60,87.1529
61,2618.69,1937.0,35.19,36.23,89.0303
62,2613.19,1937.0,34.91,35.95,88.2444
63,2649.24,1937.0,36.77,35.95,85.2444
64,2641.44,1937.0,36.37,35.98,87.4808
65,2615.80,1937.0,35.04,35.66,91.0889
66,2629.37,1937.0,35.74,35.77,86.9010
67,2662.13,1937.0,37.44,36.27,87.7475
68,2612.31,1937.0,34.86,35.89,87.9838
69,2647.65,1937.0,36.69,35.96,86.6226
70,2625.26,1937.0,35.53,36.05,93.4575
71,2617.27,1937.0,35.12,35.93,85.3131
72,2611.10,1937.0,34.80,35.40,86.6404
73,2630.70,1937.0,35.81,35.59,87.1212
74,2631.67,1937.0,35.86,35.43,83.8586
75,2642.59,1937.0,36.43,35.60,89.6747
76,2634.19,1937.0,35.99,35.78,93.3495
77,2619.98,1937.0,35.26,35.87,94.7677
78,2593.63,1937.0,33.90,35.49,95.5233
79,2585.33,1937.0,33.47,35.01,97.9736
80,2581.14,1937.0,33.25,34.38,95.3414
81,2572.60,1937.0,32.81,33.74,95.3697
82,2599.32,1937.0,34.19,33.53,93.0323
83,2622.27,1937.0,35.38,33.82,93.8182
84,2594.87,1937.0,33.96,33.92,95.0788
85,2605.38,1937.0,34.51,34.17,96.6424
86,2593.81,1937.0,33.91,34.39,96.4949
87,2578.84,1937.0,33.14,34.18,97.2237
88,2589.85,1937.0,33.70,33.84,99.7397
89,2553.96,1937.0,31.85,33.42,99.7596
90,2567.69,1937.0,32.56,33.03,96.1333
91,2591.68,1937.0,33.80,33.01,96.0061
92,2572.29,1937.0,32.80,32.94,97.3495
93,2602.19,1937.0,34.34,33.07,95.6242
94,2570.90,1937.0,32.73,33.24,99.3030
95,2556.06,1937.0,31.96,33.12,97.4606
96,2584.17,1937.0,33.41,33.05,94.4270
97,2560.89,1937.0,32.21,32.93,99.1547
98,2553.09,1937.0,31.81,32.42,96.6687
99,2576.14,1937.0,33.00,32.48,98.8606
100,2578.32,1937.0,33.11,32.71,97.2303
101,2587.97,1937.0,33.61,32.75,96.2081
102,2584.66,1937.0,33.44,32.99,99.4808
103,2588.80,1937.0,33.65,33.36,99.3939
104,2583.29,1937.0,33.37,33.43,100.4505
105,2562.57,1937.0,32.30,33.27,95.8020
106,2558.28,1937.0,32.07,32.96,99.3798
107,2556.50,1937.0,31.98,32.67,97.0419
108,2564.82,1937.0,32.41,32.43,100.8869
109,2568.79,1937.0,32.62,32.28,96.8202
110,2581.99,1937.0,33.30,32.48,97.5434
111,2553.47,1937.0,31.83,32.43,101.6768
112,2548.53,1937.0,31.57,32.34,101.6808
113,2552.47,1937.0,31.77,32.22,97.7293
114,2564.12,1937.0,32.38,32.17,101.5798
115,2534.15,1937.0,30.83,31.68,99.8808
116,2529.19,1937.0,30.57,31.42,101.4143
117,2552.18,1937.0,31.76,31.46,100.2061
118,2541.91,1937.0,31.23,31.35,101.6444
119,2559.95,1937.0,32.16,31.31,104.6343
