iteration,makespan,bks,optimality gap,rolling_avg,reward_mean
1,2967.32,1937.0,53.19,53.19,6.8215
2,3053.07,1937.0,57.62,55.41,1.9596
3,3039.76,1937.0,56.93,55.91,10.1354
4,2987.17,1937.0,54.22,55.49,8.4444
5,3050.54,1937.0,57.49,55.89,3.7354
6,3045.27,1937.0,57.22,56.69,4.2566
7,3040.34,1937.0,56.96,56.56,8.7636
8,3002.79,1937.0,55.02,56.18,5.6788
9,2983.17,1937.0,54.01,56.14,7.2263
10,3035.10,1937.0,56.69,55.98,10.0707
11,2967.22,1937.0,53.19,55.17,8.1636
12,2978.74,1937.0,53.78,54.54,7.7879
13,2992.41,1937.0,54.49,54.43,10.5636
14,3018.72,1937.0,55.85,54.80,8.8747
15,3012.71,1937.0,55.53,54.57,11.4808
16,3012.93,1937.0,55.55,55.04,12.6141
17,2974.47,1937.0,53.56,54.99,16.8828
18,2964.77,1937.0,53.06,54.71,18.5010
19,2987.71,1937.0,54.24,54.39,13.6040
20,2965.04,1937.0,53.07,53.90,22.1778
21,2959.89,1937.0,52.81,53.35,21.3535
22,2955.55,1937.0,52.58,53.15,26.3131
23,2935.97,1937.0,51.57,52.86,26.1111
24,2911.28,1937.0,50.30,52.07,26.5576
25,2906.16,1937.0,50.03,51.46,29.9838
26,2933.21,1937.0,51.43,51.18,28.5717
27,2935.90,1937.0,51.57,50.98,29.2404
28,2930.94,1937.0,51.31,50.93,30.5495
29,2915.00,1937.0,50.49,50.97,29.7677
30,2872.34,1937.0,48.29,50.62,34.9111
31,2838.96,1937.0,46.56,49.65,34.4626
32,2862.55,1937.0,47.78,48.89,38.7455
33,2880.22,1937.0,48.69,48.36,37.1523
34,2880.83,1937.0,48.73,48.01,32.7919
35,2855.94,1937.0,47.44,47.84,36.8505
36,2810.26,1937.0,45.08,47.55,45.1535
37,2829.46,1937.0,46.07,47.20,39.5859
38,2834.52,1937.0,46.34,46.73,47.2202
39,2791.68,1937.0,44.12,45.81,49.7091
40,2776.53,1937.0,43.34,44.99,45.2970
41,2819.92,1937.0,45.58,45.09,46.4323
42,2867.31,1937.0,48.03,45.48,43.8404
43,2872.84,1937.0,48.31,45.88,48.7253
44,2829.05,1937.0,46.05,46.26,52.9293
45,2814.11,1937.0,45.28,46.65,54.4222
46,2773.77,1937.0,43.20,46.18,57.8485
47,2776.40,1937.0,43.34,45.24,56.3798
48,2785.22,1937.0,43.79,44.33,56.0586
49,2757.27,1937.0,42.35,43.59,61.4265
50,2786.60,1937.0,43.86,43.31,55.5601
51,2791.66,1937.0,44.12,43.49,55.7091
52,2751.55,1937.0,42.05,43.23,62.4263
53,2776.27,1937.0,43.33,43.14,61.3212
54,2760.74,1937.0,42.53,43.18,62.1414
55,2785.67,1937.0,43.81,43.17,59.9091
56,2797.00,1937.0,44.40,43.22,61.4081
57,2782.88,1937.0,43.67,43.55,62.0768
58,2752.74,1937.0,42.11,43.30,63.2828
