iteration,makespan,bks,optimality gap,rolling_avg,reward_mean
1,0.00,5181.0,N/A,N/A,nan
2,0.00,5181.0,N/A,N/A,nan
3,0.00,5181.0,N/A,N/A,nan
4,6900.91,5181.0,33.20,33.20,563.4242
5,6900.91,5181.0,33.20,33.20,563.4242
6,6900.91,5181.0,33.20,33.20,563.4242
7,6840.34,5181.0,32.03,32.90,574.4040
8,6840.34,5181.0,32.03,32.73,574.4040
9,6840.34,5181.0,32.03,32.50,574.4040
10,6788.21,5181.0,31.02,32.06,590.3960
11,6788.21,5181.0,31.02,31.62,590.3960
12,6788.21,5181.0,31.02,31.42,590.3960
13,6755.16,5181.0,30.38,31.09,609.9111
14,6755.16,5181.0,30.38,30.77,609.9111
15,6755.16,5181.0,30.38,30.64,609.9111
16,6676.12,5181.0,28.86,30.21,622.9535
17,6676.12,5181.0,28.86,29.77,622.9535
18,6676.12,5181.0,28.86,29.47,622.9535
19,6628.39,5181.0,27.94,28.98,638.8949
20,6603.27,5181.0,27.45,28.39,638.4202
21,6603.27,5181.0,27.45,28.11,638.4202
22,6569.27,5181.0,26.80,27.70,650.8646
23,6520.03,5181.0,25.85,27.10,661.3333
24,6520.03,5181.0,25.85,26.68,661.3333
25,6506.17,5181.0,25.58,26.30,664.6626
26,6426.63,5181.0,24.04,25.62,670.7899
27,6426.63,5181.0,24.04,25.07,670.7899
28,6425.21,5181.0,24.01,24.70,670.7495
29,6404.34,5181.0,23.61,24.26,676.5879
30,6404.34,5181.0,23.61,23.86,676.5879
31,6404.34,5181.0,23.61,23.78,676.5879
32,6399.50,5181.0,23.52,23.67,670.8626
33,6399.50,5181.0,23.52,23.57,670.8626
34,6399.50,5181.0,23.52,23.56,670.8626
35,6332.20,5181.0,22.22,23.28,690.3010
36,6332.20,5181.0,22.22,23.00,690.3010
37,6332.20,5181.0,22.22,22.74,690.3010
38,6284.28,5181.0,21.29,22.29,700.2141
39,6284.28,5181.0,21.29,21.85,700.2141
40,6284.28,5181.0,21.29,21.66,700.2141
41,6232.09,5181.0,20.29,21.28,705.9455
42,6232.09,5181.0,20.29,20.89,705.9455
43,6232.09,5181.0,20.29,20.69,705.9455
44,6259.56,5181.0,20.82,20.59,701.5434
45,6259.56,5181.0,20.82,20.50,701.5434
46,6259.56,5181.0,20.82,20.61,701.5434
47,6286.04,5181.0,21.33,20.81,707.0121
48,6286.04,5181.0,21.33,21.02,707.0121
49,6286.04,5181.0,21.33,21.12,707.0121
50,6219.14,5181.0,20.04,20.97,713.1980
51,6219.14,5181.0,20.04,20.81,713.1980
52,6218.54,5181.0,20.03,20.55,713.3899
53,6150.01,5181.0,18.70,20.03,718.8323
54,6150.01,5181.0,18.70,19.50,718.8323
