iteration,makespan,bks,optimality gap
1,0.00,Dynamic,0.00
2,0.00,Dynamic,0.00
3,0.00,Dynamic,0.00
4,6460.44,Dynamic,0.00
5,6460.44,Dynamic,0.00
6,6460.44,Dynamic,0.00
7,6488.10,Dynamic,0.00
8,6488.10,Dynamic,0.00
9,6488.10,Dynamic,0.00
10,6516.90,Dynamic,0.00
11,6516.90,Dynamic,0.00
12,6516.90,Dynamic,0.00
13,6566.14,Dynamic,0.00
14,6566.14,Dynamic,0.00
15,6566.14,Dynamic,0.00
16,6579.65,Dynamic,0.00
17,6639.83,Dynamic,0.00
18,6639.83,Dynamic,0.00
19,6639.83,Dynamic,0.00
20,6621.56,Dynamic,0.00
21,6621.56,Dynamic,0.00
22,6621.56,Dynamic,0.00
23,6632.56,Dynamic,0.00
24,6632.56,Dynamic,0.00
25,6632.56,Dynamic,0.00
26,6589.15,Dynamic,0.00
27,6587.59,Dynamic,0.00
28,6587.59,Dynamic,0.00
29,6569.88,Dynamic,0.00
30,6576.54,Dynamic,0.00
31,6576.54,Dynamic,0.00
32,6568.61,Dynamic,0.00
33,6557.87,Dynamic,0.00
34,6557.87,Dynamic,0.00
35,6557.87,Dynamic,0.00
36,6550.49,Dynamic,0.00
37,6550.49,Dynamic,0.00
38,6550.49,Dynamic,0.00
39,6554.56,Dynamic,0.00
40,6554.56,Dynamic,0.00
41,6554.56,Dynamic,0.00
42,6529.00,Dynamic,0.00
43,6526.85,Dynamic,0.00
44,6526.85,Dynamic,0.00
45,6514.30,Dynamic,0.00
46,6522.17,Dynamic,0.00
47,6522.17,Dynamic,0.00
48,6507.09,Dynamic,0.00
49,6513.40,Dynamic,0.00
50,6513.40,Dynamic,0.00
51,6513.40,Dynamic,0.00
52,6568.96,Dynamic,0.00
53,6568.96,Dynamic,0.00
54,6568.96,Dynamic,0.00
55,6554.44,Dynamic,0.00
56,6554.44,Dynamic,0.00
57,6554.44,Dynamic,0.00
58,6523.82,Dynamic,0.00
59,6521.34,Dynamic,0.00
60,6521.34,Dynamic,0.00
61,6497.43,Dynamic,0.00
62,6488.48,Dynamic,0.00
63,6488.48,Dynamic,0.00
64,6496.50,Dynamic,0.00
65,6481.04,Dynamic,0.00
66,6481.04,Dynamic,0.00
67,6483.54,Dynamic,0.00
68,6491.45,Dynamic,0.00
69,6491.45,Dynamic,0.00
70,6491.45,Dynamic,0.00
71,6458.33,Dynamic,0.00
72,6458.33,Dynamic,0.00
73,6458.33,Dynamic,0.00
74,6399.37,Dynamic,0.00
75,6404.57,Dynamic,0.00
76,6404.57,Dynamic,0.00
77,6409.62,Dynamic,0.00
78,6390.56,Dynamic,0.00
79,6390.56,Dynamic,0.00
80,6413.15,Dynamic,0.00
81,6413.72,Dynamic,0.00
82,6413.72,Dynamic,0.00
83,6423.71,Dynamic,0.00
84,6410.78,Dynamic,0.00
85,6410.78,Dynamic,0.00
86,6403.89,Dynamic,0.00
87,6420.70,Dynamic,0.00
88,6420.70,Dynamic,0.00
89,6420.70,Dynamic,0.00
90,6464.86,Dynamic,0.00
91,6462.57,Dynamic,0.00
92,6462.57,Dynamic,0.00
93,6428.96,Dynamic,0.00
94,6427.94,Dynamic,0.00
95,6427.94,Dynamic,0.00
96,6460.90,Dynamic,0.00
97,6468.53,Dynamic,0.00
98,6468.53,Dynamic,0.00
99,6466.03,Dynamic,0.00
100,6485.60,Dynamic,0.00
101,6485.60,Dynamic,0.00
102,6493.70,Dynamic,0.00
103,6472.32,Dynamic,0.00
104,6472.32,Dynamic,0.00
105,6480.23,Dynamic,0.00
106,6456.28,Dynamic,0.00
107,6456.28,Dynamic,0.00
108,6456.49,Dynamic,0.00
109,6403.17,Dynamic,0.00
110,6403.17,Dynamic,0.00
111,6403.17,Dynamic,0.00
112,6377.26,Dynamic,0.00
113,6381.06,Dynamic,0.00
114,6381.06,Dynamic,0.00
115,6435.94,Dynamic,0.00
116,6448.98,Dynamic,0.00
117,6448.98,Dynamic,0.00
118,6440.25,Dynamic,0.00
119,6426.61,Dynamic,0.00
120,6426.61,Dynamic,0.00
121,6396.29,Dynamic,0.00
122,6401.52,Dynamic,0.00
123,6401.52,Dynamic,0.00
124,6389.72,Dynamic,0.00
